売上日,営業所,営業担当,期,伝票番号,商品CD,商品名,大分類,中分類,小分類,得意先CD,得意先名,売上数,売上金額,粗利益,単価
2025-10-01,京都,佐藤,31,1005225,2305217,Qフライパン26cm,フライパン,Qフライパン,26cm,1002,水野商事,19,13756,2318,724
2025-10-01,京都,高橋,31,1005258,2305031,Pフライパン22cm,フライパン,Pフライパン,22cm,1002,水野商事,8,5368,888,671
2025-10-01,京都,田中,31,1005270,2305645,P中華スキンマー,お玉,P中華スキンマー,,1002,水野商事,4,1700,272,425
2025-10-01,京都,小林,31,1005285,16805008,PPフライパン26cm,フライパン,PPフライパン,26cm,1017,沢田工業,75,34500,5250,460
2025-10-01,京都,伊藤,31,1005300,1905158,フライパン28cm,フライパン,フライパン,28cm,1022,首藤商事,5,8125,1475,1625
2025-10-01,京都,佐藤,31,1005327,2305053,P温度計付天ぷら鍋22cm,鍋,P温度計付天ぷら鍋,22cm,1024,蒼井食堂,5,9850,1850,1970
2025-10-01,京都,伊藤,31,1005333,2305219,P玉子焼き,フライパン,P玉子焼き,,1024,蒼井食堂,6,1920,354,320
2025-10-01,京都,中村,31,1005363,15305001,鉄玉子,その他,鉄玉子,,1024,蒼井食堂,6,2640,570,440
2025-10-01,京都,鈴木,31,1005366,16805008,PPフライパン26cm,フライパン,PPフライパン,26cm,1093,山川事務所,13,6240,1170,480
2025-10-01,京都,高橋,31,1005369,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1153,米谷サービス,5,4350,800,870
2025-10-01,京都,鈴木,31,1005399,1905158,フライパン28cm,フライパン,フライパン,28cm,1193,相馬事務所,4,6500,1180,1625
2025-10-01,京都,高橋,31,1005402,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1193,相馬事務所,1,870,160,870
2025-10-01,京都,中村,31,1005417,2305053,P温度計付天ぷら鍋22cm,鍋,P温度計付天ぷら鍋,22cm,1210,池本工業,5,9850,1850,1970
2025-10-01,京都,渡辺,31,1005420,15305001,鉄玉子,その他,鉄玉子,,1210,池本工業,6,2640,570,440
2025-10-01,京都,鈴木,31,1005432,1905150,フライパン26cm,フライパン,フライパン,26cm,1212,杉野興業,8,15568,2896,1946
2025-10-01,京都,伊藤,31,1005435,805098,SPフライパン26cm,フライパン,SPフライパン,26cm,1212,杉野興業,7,11060,1988,1580
2025-10-02,京都,高橋,31,1005444,3005019,食彩鍋26cm,鍋,食彩鍋,26cm,1153,米谷サービス,4,9920,1280,2480
2025-10-04,京都,鈴木,31,1005462,3005018,食彩鍋24cm,鍋,食彩鍋,24cm,1022,首藤商事,5,11750,1850,2350
2025-10-04,京都,鈴木,31,1005471,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1193,相馬事務所,5,4350,800,870
2025-10-04,京都,高橋,31,1005474,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1193,相馬事務所,1,870,160,870
2025-10-08,京都,田中,31,1005510,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1002,水野商事,55,19525,3300,355
2025-10-08,京都,鈴木,31,1005516,2305217,Qフライパン26cm,フライパン,Qフライパン,26cm,1002,水野商事,25,18100,3050,724
2025-10-08,京都,田中,31,1005531,2305638,Pフライパンカバー24~28用,フライパン,Pフライパンカバー,24~28用,1002,水野商事,6,1692,288,282
2025-10-08,京都,中村,31,1005537,2305219,P玉子焼き,フライパン,P玉子焼き,,1002,水野商事,28,8792,1484,314
2025-10-08,京都,渡辺,31,1005582,9205013,湯豆腐用浅型26cm,鍋,湯豆腐用浅型,26cm,1022,首藤商事,4,6600,1000,1650
2025-10-08,京都,中村,31,1005606,3005011,Nオコノミヤキプレート,プレート,Nオコノミヤキプレート,,1022,首藤商事,5,3750,750,750
2025-10-08,京都,鈴木,31,1005615,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1153,米谷サービス,6,2160,390,360
2025-10-08,京都,小林,31,1005618,2305216,Qフライパン24cm,フライパン,Qフライパン,24cm,1153,米谷サービス,6,3990,780,665
2025-10-08,京都,高橋,31,1005669,2305217,Qフライパン26cm,フライパン,Qフライパン,26cm,1208,藤井興業,4,2940,532,735
2025-10-08,京都,高橋,31,1005684,805089,SP目玉焼,フライパン,SP目玉焼,,1212,杉野興業,6,6480,1296,1080
2025-10-10,京都,田中,31,1005726,1905149,フライパン24cm,フライパン,フライパン,24cm,1154,加納企画,5,10125,2700,2025
2025-10-10,京都,佐藤,31,1005729,3005019,食彩鍋26cm,鍋,食彩鍋,26cm,1193,相馬事務所,5,12400,1600,2480
2025-10-13,京都,小林,31,1005744,2305052,Pイタメナベ28cm,鍋,Pイタメナベ,28cm,1154,加納企画,4,5400,1080,1350
2025-10-13,京都,高橋,31,1005756,16805007,PPフライパン24cm,フライパン,PPフライパン,24cm,1332,江崎クリニック,13,6240,650,480
2025-10-14,京都,高橋,31,1005774,16805006,温度計付天ぷら鍋21cm,鍋,温度計付天ぷら鍋,21cm,1002,水野商事,20,11600,1000,580
2025-10-14,京都,高橋,31,1005816,805096,SP玉子焼中,フライパン,SP玉子焼中,,1017,沢田工業,7,8050,1624,1150
2025-10-14,京都,高橋,31,1005831,2305217,Qフライパン26cm,フライパン,Qフライパン,26cm,1017,沢田工業,6,4410,798,735
2025-10-14,京都,鈴木,31,1005843,805098,SPフライパン26cm,フライパン,SPフライパン,26cm,1022,首藤商事,5,7900,1420,1580
2025-10-14,京都,渡辺,31,1005849,2305010,Pフライパン24cm,フライパン,Pフライパン,24cm,1024,蒼井食堂,5,6875,1250,1375
2025-10-14,京都,山本,31,1005858,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1024,蒼井食堂,5,4350,800,870
2025-10-14,京都,伊藤,31,1005873,2305631,P両手天ぷら20cm,鍋,P両手天ぷら,20cm,1153,米谷サービス,6,5400,1200,900
2025-10-14,京都,田中,31,1005882,1905158,フライパン28cm,フライパン,フライパン,28cm,1153,米谷サービス,7,11375,2065,1625
2025-10-14,京都,高橋,31,1005888,10705005,テンプラナベ24cmF,鍋,テンプラナベ,24cmF,1153,米谷サービス,5,12800,2300,2560
2025-10-14,京都,山本,31,1005894,805098,SPフライパン26cm,フライパン,SPフライパン,26cm,1193,相馬事務所,5,7900,1420,1580
2025-10-14,京都,田中,31,1005903,2305052,Pイタメナベ28cm,鍋,Pイタメナベ,28cm,1193,相馬事務所,4,5280,960,1320
2025-10-14,京都,山本,31,1005906,2305210,P目玉焼きカバー16-18cm,その他,P目玉焼きカバー,16-18cm,1193,相馬事務所,5,2750,500,550
2025-10-14,京都,高橋,31,1005912,2305219,P玉子焼き,フライパン,P玉子焼き,,1212,杉野興業,7,2240,413,320
2025-10-14,京都,鈴木,31,1005918,3005017,食彩鍋22cm,鍋,食彩鍋,22cm,1210,池本工業,4,8600,1400,2150
2025-10-14,京都,高橋,31,1005924,805089,SP目玉焼,フライパン,SP目玉焼,,1208,藤井興業,5,5400,1080,1080
2025-10-16,京都,佐藤,31,1005945,2305053,P温度計付天ぷら鍋22cm,鍋,P温度計付天ぷら鍋,22cm,1153,米谷サービス,5,9850,1850,1970
2025-10-16,京都,高橋,31,1005960,2305631,P両手天ぷら20cm,鍋,P両手天ぷら,20cm,1154,加納企画,5,5500,2000,1100
2025-10-17,京都,加藤,31,1005981,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1024,蒼井食堂,9,3240,585,360
2025-10-17,京都,佐藤,31,1005996,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1153,米谷サービス,6,2160,390,360
2025-10-18,京都,高橋,31,1006017,16805009,いため鍋28cm,鍋,いため鍋,28cm,1153,米谷サービス,23,14835,2185,645
2025-10-18,京都,佐藤,31,1006020,16805009,いため鍋28cm,鍋,いため鍋,28cm,1153,米谷サービス,1,645,65,645
2025-10-18,京都,佐藤,31,1006023,16805008,PPフライパン26cm,フライパン,PPフライパン,26cm,1212,杉野興業,23,10580,1610,460
2025-10-21,京都,佐藤,31,1006053,605001,SSテンプラバットM,その他,SSテンプラバットM,,1002,水野商事,6,3120,600,520
2025-10-21,京都,鈴木,31,1006056,2305640,P鉄製いため鍋28cm,鍋,P鉄製いため鍋,28cm,1002,水野商事,4,5200,884,1300
2025-10-21,京都,佐藤,31,1006059,16805006,温度計付天ぷら鍋21cm,鍋,温度計付天ぷら鍋,21cm,1002,水野商事,7,4060,350,580
2025-10-21,京都,佐藤,31,1006083,2305031,Pフライパン22cm,フライパン,Pフライパン,22cm,1002,水野商事,5,3355,555,671
2025-10-21,京都,田中,31,1006122,2305216,Qフライパン24cm,フライパン,Qフライパン,24cm,1022,首藤商事,5,3325,650,665
2025-10-21,京都,伊藤,31,1006128,805091,返軽フライパン26cm,フライパン,返軽フライパン,26cm,1019,小杉本舗,8,16416,2736,2052
2025-10-21,京都,高橋,31,1006146,1905150,フライパン26cm,フライパン,フライパン,26cm,1024,蒼井食堂,6,11676,2172,1946
2025-10-21,京都,渡辺,31,1006152,805100,SPフライパン22cm,フライパン,SPフライパン,22cm,1193,相馬事務所,5,6500,1100,1300
2025-10-21,京都,鈴木,31,1006155,805099,SPフライパン24cm,フライパン,SPフライパン,24cm,1182,薬師丸本舗,4,5600,848,1400
2025-10-21,京都,渡辺,31,1006161,3005017,食彩鍋22cm,鍋,食彩鍋,22cm,1208,藤井興業,5,10750,1750,2150
2025-10-21,京都,山本,31,1006176,2305217,Qフライパン26cm,フライパン,Qフライパン,26cm,1212,杉野興業,6,4410,798,735
2025-10-22,京都,鈴木,31,1006182,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1003,小沼興業,5,2755,1280,551
2025-10-22,京都,佐藤,31,1006188,2805013,Nいため鍋28cm,鍋,Nいため鍋,28cm,1105,白鳥食堂,6,5400,630,900
2025-10-22,京都,田中,31,1006203,2805010,Nフライパン24cm,フライパン,Nフライパン,24cm,1407,田上企画,7,5194,784,742
2025-10-24,京都,伊藤,31,1006236,805097,SPいため鍋28cm,鍋,SPいため鍋,28cm,1212,杉野興業,5,8750,1460,1750
2025-10-26,京都,佐藤,31,1006242,16805008,PPフライパン26cm,フライパン,PPフライパン,26cm,1017,沢田工業,43,19780,3010,460
2025-10-26,京都,伊藤,31,1006248,16805008,PPフライパン26cm,フライパン,PPフライパン,26cm,1024,蒼井食堂,63,28980,4410,460
2025-10-27,京都,鈴木,31,1006269,2305030,Pクロームテンプラバット,その他,Pクロームテンプラバット,,1154,加納企画,6,2310,516,385
2025-10-27,京都,高橋,31,1006272,2305216,Qフライパン24cm,フライパン,Qフライパン,24cm,1154,加納企画,6,4008,798,668
2025-10-27,京都,鈴木,31,1006275,2305635,Pプラチナイタメナベ28cm,鍋,Pプラチナイタメナベ,28cm,1154,加納企画,5,9300,1875,1860
2025-10-27,京都,伊藤,31,1006284,805094,返軽炒めパン22cm,フライパン,返軽炒めパン,22cm,1154,加納企画,6,10560,1920,1760
2025-10-27,京都,渡辺,31,1006296,2305219,P玉子焼き,フライパン,P玉子焼き,,1154,加納企画,5,1750,445,350
2025-10-28,京都,佐藤,31,1006308,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1002,水野商事,33,11715,1980,355
2025-10-28,京都,渡辺,31,1006323,605001,SSテンプラバットM,その他,SSテンプラバットM,,1002,水野商事,13,6760,1300,520
2025-10-28,京都,伊藤,31,1006365,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1002,水野商事,12,10200,1680,850
2025-10-28,京都,田中,31,1006371,805096,SP玉子焼中,フライパン,SP玉子焼中,,1017,沢田工業,5,5750,1160,1150
2025-10-28,京都,渡辺,31,1006374,1905158,フライパン28cm,フライパン,フライパン,28cm,1017,沢田工業,6,9750,1770,1625
2025-10-28,京都,佐藤,31,1006383,2305013,Pフライパン26cm,フライパン,Pフライパン,26cm,1017,沢田工業,5,5750,2450,1150
2025-10-28,京都,加藤,31,1006389,805094,返軽炒めパン22cm,フライパン,返軽炒めパン,22cm,1019,小杉本舗,6,10368,1728,1728
2025-10-28,京都,鈴木,31,1006392,805098,SPフライパン26cm,フライパン,SPフライパン,26cm,1024,蒼井食堂,7,11060,1988,1580
2025-10-28,京都,山本,31,1006404,3005017,食彩鍋22cm,鍋,食彩鍋,22cm,1024,蒼井食堂,4,8600,1400,2150
2025-10-28,京都,小林,31,1006413,805089,SP目玉焼,フライパン,SP目玉焼,,1024,蒼井食堂,7,7560,1512,1080
2025-10-28,京都,山本,31,1006419,12605001,鉄厚板揚げ鍋33cm,鍋,鉄厚板揚げ鍋,33cm,1153,米谷サービス,4,10920,2120,2730
2025-10-28,京都,伊藤,31,1006434,805098,SPフライパン26cm,フライパン,SPフライパン,26cm,1193,相馬事務所,4,6320,1136,1580
2025-10-28,京都,伊藤,31,1006458,1905158,フライパン28cm,フライパン,フライパン,28cm,1208,藤井興業,5,8125,1475,1625
2025-10-29,京都,佐藤,31,1006467,2805010,Nフライパン24cm,フライパン,Nフライパン,24cm,1407,田上企画,8,5936,896,742
2025-10-31,京都,鈴木,31,1006485,605001,SSテンプラバットM,その他,SSテンプラバットM,,1024,蒼井食堂,2,1560,720,780
2025-10-31,京都,鈴木,31,1006506,805096,SP玉子焼中,フライパン,SP玉子焼中,,1024,蒼井食堂,2,2300,464,1150
2025-10-31,京都,田中,31,1006518,16805007,PPフライパン24cm,フライパン,PPフライパン,24cm,1024,蒼井食堂,19,8645,1235,455
2025-10-31,京都,田中,31,1006578,805096,SP玉子焼中,フライパン,SP玉子焼中,,1022,首藤商事,1,1150,232,1150
2025-10-31,京都,渡辺,31,1006587,2305217,Qフライパン26cm,フライパン,Qフライパン,26cm,1022,首藤商事,3,2205,399,735
2025-10-31,京都,鈴木,31,1006608,2305030,Pクロームテンプラバット,その他,Pクロームテンプラバット,,1002,水野商事,29,10411,1740,359
