売上日,営業所,営業担当,期,伝票番号,商品CD,商品名,大分類,中分類,小分類,得意先CD,得意先名,売上数,売上金額,粗利益,単価
2025-09-07,名古屋,渡辺,30,1004190,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1002,水野商事,55,19525,3300,355
2025-09-07,名古屋,田中,30,1004199,2305217,Qフライパン26cm,フライパン,Qフライパン,26cm,1002,水野商事,25,18100,3050,724
2025-09-07,名古屋,鈴木,30,1004226,2305030,Pクロームテンプラバット,その他,Pクロームテンプラバット,,1002,水野商事,32,11488,1920,359
2025-09-07,名古屋,鈴木,30,1004235,2305031,Pフライパン22cm,フライパン,Pフライパン,22cm,1002,水野商事,12,8052,1332,671
2025-09-07,名古屋,高橋,30,1004241,16805006,温度計付天ぷら鍋21cm,鍋,温度計付天ぷら鍋,21cm,1002,水野商事,8,4640,400,580
2025-09-07,名古屋,佐藤,30,1004253,1905149,フライパン24cm,フライパン,フライパン,24cm,1017,沢田工業,5,9100,1675,1820
2025-09-07,名古屋,高橋,30,1004259,1905152,イタメナベ28cm,鍋,イタメナベ,28cm,1017,沢田工業,5,11250,2010,2250
2025-09-07,名古屋,山本,30,1004262,1905158,フライパン28cm,フライパン,フライパン,28cm,1017,沢田工業,5,8125,1475,1625
2025-09-07,名古屋,鈴木,30,1004277,16805015,深型フライパン24cm,フライパン,深型フライパン,24cm,1022,首藤商事,23,12650,1840,550
2025-09-07,名古屋,鈴木,30,1004286,3005011,Nオコノミヤキプレート,プレート,Nオコノミヤキプレート,,1022,首藤商事,5,3750,750,750
2025-09-08,名古屋,山本,30,1004379,2805012,Nいため鍋20cm,鍋,Nいため鍋,20cm,1105,白鳥食堂,8,5936,896,742
2025-09-08,名古屋,山本,30,1004382,2805011,Nフライパン26cm,フライパン,Nフライパン,26cm,1407,田上企画,6,4590,690,765
2025-09-09,名古屋,鈴木,30,1004385,1905152,イタメナベ28cm,鍋,イタメナベ,28cm,1154,加納企画,5,12600,3360,2520
2025-09-10,名古屋,渡辺,30,1004406,2305631,P両手天ぷら20cm,鍋,P両手天ぷら,20cm,1017,沢田工業,4,3600,800,900
2025-09-10,名古屋,山本,30,1004409,3005019,食彩鍋26cm,鍋,食彩鍋,26cm,1022,首藤商事,4,9920,1280,2480
2025-09-10,名古屋,加藤,30,1004412,2305053,P温度計付天ぷら鍋22cm,鍋,P温度計付天ぷら鍋,22cm,1153,米谷サービス,6,11820,2220,1970
2025-09-10,名古屋,佐藤,30,1004418,2305217,Qフライパン26cm,フライパン,Qフライパン,26cm,1182,薬師丸本舗,5,3675,665,735
2025-09-12,名古屋,佐藤,30,1004424,805094,返軽炒めパン22cm,フライパン,返軽炒めパン,22cm,1019,小杉本舗,7,12096,2016,1728
2025-09-14,名古屋,渡辺,30,1004451,2305061,Pオイルポット1.6L,ポット,Pオイルポット,1.6L,1002,水野商事,12,11988,1908,999
2025-09-14,名古屋,渡辺,30,1004457,2305217,Qフライパン26cm,フライパン,Qフライパン,26cm,1002,水野商事,12,8688,1464,724
2025-09-14,名古屋,伊藤,30,1004472,2305203,P温度計付両手天ぷら20M,鍋,P温度計付両手天ぷら,20M,1002,水野商事,5,6950,1450,1390
2025-09-14,名古屋,田中,30,1004478,2305219,P玉子焼き,フライパン,P玉子焼き,,1002,水野商事,30,9420,1590,314
2025-09-14,名古屋,鈴木,30,1004499,2305031,Pフライパン22cm,フライパン,Pフライパン,22cm,1002,水野商事,7,4697,777,671
2025-09-14,名古屋,田中,30,1004514,2305217,Qフライパン26cm,フライパン,Qフライパン,26cm,1017,沢田工業,6,4410,798,735
2025-09-14,名古屋,伊藤,30,1004544,2305219,P玉子焼き,フライパン,P玉子焼き,,1022,首藤商事,5,1600,295,320
2025-09-14,名古屋,田中,30,1004583,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1153,米谷サービス,6,5220,960,870
2025-09-14,名古屋,伊藤,30,1004595,805098,SPフライパン26cm,フライパン,SPフライパン,26cm,1153,米谷サービス,7,11060,1988,1580
2025-09-14,名古屋,佐藤,30,1004604,2305210,P目玉焼きカバー16-18cm,その他,P目玉焼きカバー,16-18cm,1193,相馬事務所,5,2750,500,550
2025-09-14,名古屋,高橋,30,1004628,3005019,食彩鍋26cm,鍋,食彩鍋,26cm,1210,池本工業,5,12400,1600,2480
2025-09-15,名古屋,田中,30,1004637,2305639,P鉄製フライパン26cm,フライパン,P鉄製フライパン,26cm,1002,水野商事,2,2100,356,1050
2025-09-15,名古屋,田中,30,1004646,2805012,Nいため鍋20cm,鍋,Nいため鍋,20cm,1407,田上企画,5,3710,560,742
2025-09-17,名古屋,山本,30,1004685,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1024,蒼井食堂,9,3240,585,360
2025-09-17,名古屋,渡辺,30,1004691,2305216,Qフライパン24cm,フライパン,Qフライパン,24cm,1024,蒼井食堂,7,4655,910,665
2025-09-17,名古屋,鈴木,30,1004694,805098,SPフライパン26cm,フライパン,SPフライパン,26cm,1024,蒼井食堂,5,7900,1420,1580
2025-09-17,名古屋,伊藤,30,1004709,3005018,食彩鍋24cm,鍋,食彩鍋,24cm,1153,米谷サービス,4,9400,1480,2350
2025-09-17,名古屋,小林,30,1004712,3005019,食彩鍋26cm,鍋,食彩鍋,26cm,1208,藤井興業,6,14880,1920,2480
