売上日,営業所,営業担当,期,伝票番号,商品CD,商品名,大分類,中分類,小分類,得意先CD,得意先名,売上数,売上金額,粗利益,単価
2025-11-01,福岡,田中,31,1006704,2805013,Nいため鍋28cm,鍋,Nいため鍋,28cm,1407,田上企画,1,900,105,900
2025-11-06,福岡,佐藤,31,1006734,2305206,Pフライパン20cm,フライパン,Pフライパン,20cm,1154,加納企画,2,1330,290,665
2025-11-07,福岡,佐藤,31,1006815,2305030,Pクロームテンプラバット,その他,Pクロームテンプラバット,,1002,水野商事,28,10052,1680,359
2025-11-07,福岡,高橋,31,1006821,2305013,Pフライパン26cm,フライパン,Pフライパン,26cm,1002,水野商事,31,24800,4340,800
2025-11-07,福岡,山本,31,1006875,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1193,相馬事務所,1,870,160,870
2025-11-14,福岡,渡辺,31,1006956,2305216,Qフライパン24cm,フライパン,Qフライパン,24cm,1017,沢田工業,2,1330,260,665
2025-11-14,福岡,高橋,31,1007001,805096,SP玉子焼中,フライパン,SP玉子焼中,,1017,沢田工業,3,3450,696,1150
2025-11-14,福岡,中村,31,1007037,2305031,Pフライパン22cm,フライパン,Pフライパン,22cm,1002,水野商事,3,2013,333,671
2025-11-14,福岡,佐藤,31,1007046,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1002,水野商事,23,8165,1380,355
2025-11-16,福岡,高橋,31,1007148,16805008,PPフライパン26cm,フライパン,PPフライパン,26cm,1193,相馬事務所,19,8740,1330,460
2025-11-21,福岡,佐藤,31,1007223,805096,SP玉子焼中,フライパン,SP玉子焼中,,1022,首藤商事,1,1150,232,1150
2025-11-21,福岡,山本,31,1007274,2305030,Pクロームテンプラバット,その他,Pクロームテンプラバット,,1002,水野商事,13,4667,780,359
2025-11-21,福岡,田中,31,1007292,2305203,P温度計付両手天ぷら20M,鍋,P温度計付両手天ぷら,20M,1002,水野商事,3,4170,870,1390
2025-11-27,福岡,鈴木,31,1007421,805095,返軽玉子焼,フライパン,返軽玉子焼,,1154,加納企画,1,1650,300,1650
2025-11-28,福岡,加藤,31,1007547,2305219,P玉子焼き,フライパン,P玉子焼き,,1002,水野商事,20,6280,1060,314
