売上日,営業所,営業担当,期,伝票番号,商品CD,商品名,大分類,中分類,小分類,得意先CD,得意先名,売上数,売上金額,粗利益,単価
2025-10-01,福岡,渡辺,31,1005237,605001,SSテンプラバットM,その他,SSテンプラバットM,,1002,水野商事,12,6240,1200,520
2025-10-01,福岡,鈴木,31,1005354,16805007,PPフライパン24cm,フライパン,PPフライパン,24cm,1024,蒼井食堂,23,10465,1495,455
2025-10-07,福岡,田中,31,1005498,2305631,P両手天ぷら20cm,鍋,P両手天ぷら,20cm,1205,川島食堂,4,3520,720,880
2025-10-08,福岡,中村,31,1005525,2305640,P鉄製いため鍋28cm,鍋,P鉄製いため鍋,28cm,1002,水野商事,7,9100,1547,1300
2025-10-08,福岡,山本,31,1005528,2305031,Pフライパン22cm,フライパン,Pフライパン,22cm,1002,水野商事,12,8052,1332,671
2025-10-08,福岡,鈴木,31,1005573,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1017,沢田工業,5,4350,800,870
2025-10-08,福岡,鈴木,31,1005639,2305210,P目玉焼きカバー16-18cm,その他,P目玉焼きカバー,16-18cm,1193,相馬事務所,4,2200,400,550
2025-10-08,福岡,鈴木,31,1005678,605001,SSテンプラバットM,その他,SSテンプラバットM,,1212,杉野興業,5,3900,1800,780
2025-10-10,福岡,高橋,31,1005696,3005019,食彩鍋26cm,鍋,食彩鍋,26cm,1022,首藤商事,4,9920,1280,2480
2025-10-14,福岡,高橋,31,1005804,3005018,食彩鍋24cm,鍋,食彩鍋,24cm,1017,沢田工業,5,11750,1850,2350
2025-10-14,福岡,伊藤,31,1005807,3005019,食彩鍋26cm,鍋,食彩鍋,26cm,1017,沢田工業,5,12400,1600,2480
2025-10-14,福岡,小林,31,1005852,2305217,Qフライパン26cm,フライパン,Qフライパン,26cm,1024,蒼井食堂,6,4410,798,735
2025-10-15,福岡,田中,31,1005927,2305639,P鉄製フライパン26cm,フライパン,P鉄製フライパン,26cm,1002,水野商事,2,2100,356,1050
2025-10-15,福岡,田中,31,1005933,2805012,Nいため鍋20cm,鍋,Nいため鍋,20cm,1407,田上企画,5,3710,560,742
2025-10-21,福岡,鈴木,31,1006071,2305013,Pフライパン26cm,フライパン,Pフライパン,26cm,1002,水野商事,20,16000,2800,800
2025-10-21,福岡,佐藤,31,1006167,2305219,P玉子焼き,フライパン,P玉子焼き,,1208,藤井興業,5,1600,295,320
2025-10-27,福岡,高橋,31,1006290,1905152,イタメナベ28cm,鍋,イタメナベ,28cm,1154,加納企画,5,12600,3360,2520
2025-10-28,福岡,加藤,31,1006311,2305210,P目玉焼きカバー16-18cm,その他,P目玉焼きカバー,16-18cm,1002,水野商事,5,2645,395,529
2025-10-28,福岡,山本,31,1006386,805100,SPフライパン22cm,フライパン,SPフライパン,22cm,1022,首藤商事,4,5200,880,1300
2025-10-28,福岡,佐藤,31,1006407,3005019,食彩鍋26cm,鍋,食彩鍋,26cm,1024,蒼井食堂,5,12400,1600,2480
2025-10-28,福岡,伊藤,31,1006452,805096,SP玉子焼中,フライパン,SP玉子焼中,,1208,藤井興業,5,5750,1160,1150
2025-10-31,福岡,小林,31,1006530,16805009,いため鍋28cm,鍋,いため鍋,28cm,1024,蒼井食堂,19,12255,1805,645
2025-10-31,福岡,中村,31,1006584,2305210,P目玉焼きカバー16-18cm,その他,P目玉焼きカバー,16-18cm,1022,首藤商事,2,1100,200,550
2025-10-31,福岡,鈴木,31,1006638,2305218,PPいため鍋28cm,鍋,PPいため鍋,28cm,1002,水野商事,6,5304,894,884
2025-10-31,福岡,佐藤,31,1006644,2305061,Pオイルポット1.6L,ポット,Pオイルポット,1.6L,1002,水野商事,5,4995,795,999
2025-10-31,福岡,山本,31,1006692,805099,SPフライパン24cm,フライパン,SPフライパン,24cm,1208,藤井興業,2,2800,424,1400
