売上日,営業所,営業担当,期,伝票番号,商品CD,商品名,大分類,中分類,小分類,得意先CD,得意先名,売上数,売上金額,粗利益,単価
2025-10-01,大阪,佐藤,31,1005216,2305203,P温度計付両手天ぷら20M,鍋,P温度計付両手天ぷら,20M,1002,水野商事,4,5560,1160,1390
2025-10-01,大阪,田中,31,1005219,2305203,P温度計付両手天ぷら20M,鍋,P温度計付両手天ぷら,20M,1002,水野商事,4,5560,1160,1390
2025-10-01,大阪,鈴木,31,1005222,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1002,水野商事,45,15975,2700,355
2025-10-01,大阪,佐藤,31,1005240,16805006,温度計付天ぷら鍋21cm,鍋,温度計付天ぷら鍋,21cm,1002,水野商事,23,13340,2070,580
2025-10-01,大阪,佐藤,31,1005261,2305030,Pクロームテンプラバット,その他,Pクロームテンプラバット,,1002,水野商事,33,11847,1980,359
2025-10-01,大阪,佐藤,31,1005264,2305028,Pいため鍋28cm,鍋,Pいため鍋,28cm,1002,水野商事,4,4604,764,1151
2025-10-01,大阪,鈴木,31,1005279,1905150,フライパン26cm,フライパン,フライパン,26cm,1017,沢田工業,6,11676,2172,1946
2025-10-01,大阪,佐藤,31,1005282,15305001,鉄玉子,その他,鉄玉子,,1017,沢田工業,6,2640,570,440
2025-10-01,大阪,中村,31,1005291,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1017,沢田工業,5,4350,800,870
2025-10-01,大阪,田中,31,1005297,2305216,Qフライパン24cm,フライパン,Qフライパン,24cm,1017,沢田工業,4,2660,520,665
2025-10-01,大阪,鈴木,31,1005303,805098,SPフライパン26cm,フライパン,SPフライパン,26cm,1022,首藤商事,6,9480,1704,1580
2025-10-01,大阪,渡辺,31,1005315,2305010,Pフライパン24cm,フライパン,Pフライパン,24cm,1022,首藤商事,4,5500,1000,1375
