売上日,営業所,営業担当,期,伝票番号,商品CD,商品名,大分類,中分類,小分類,得意先CD,得意先名,売上数,売上金額,粗利益,単価
2025-08-06,札幌,高橋,30,1002828,2305206,Pフライパン20cm,フライパン,Pフライパン,20cm,1154,加納企画,5,3325,725,665
2025-08-07,札幌,山本,30,1002852,2305210,P目玉焼きカバー16-18cm,その他,P目玉焼きカバー,16-18cm,1002,水野商事,6,3174,474,529
2025-08-07,札幌,鈴木,30,1002897,2305031,Pフライパン22cm,フライパン,Pフライパン,22cm,1002,水野商事,11,7381,1221,671
2025-08-07,札幌,伊藤,30,1002915,1905150,フライパン26cm,フライパン,フライパン,26cm,1017,沢田工業,4,7784,1448,1946
2025-08-07,札幌,加藤,30,1002951,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1023,寺田企画,4,3480,640,870
2025-08-07,札幌,田中,30,1002960,16805010,玉子焼,フライパン,玉子焼,,1024,蒼井食堂,22,11000,1760,500
2025-08-07,札幌,伊藤,30,1002963,805089,SP目玉焼,フライパン,SP目玉焼,,1024,蒼井食堂,7,7560,1512,1080
2025-08-07,札幌,高橋,30,1003017,2305210,P目玉焼きカバー16-18cm,その他,P目玉焼きカバー,16-18cm,1212,杉野興業,5,2750,500,550
2025-08-07,札幌,山本,30,1003023,1305006,フライパンカバーセット,フライパン,フライパンカバーセット,,1210,池本工業,22,8580,1100,390
2025-08-07,札幌,中村,30,1003035,1905149,フライパン24cm,フライパン,フライパン,24cm,1212,杉野興業,1,1820,335,1820
2025-08-07,札幌,伊藤,30,1003038,1905149,フライパン24cm,フライパン,フライパン,24cm,1212,杉野興業,5,9100,1675,1820
2025-08-12,札幌,佐藤,30,1003086,805094,返軽炒めパン22cm,フライパン,返軽炒めパン,22cm,1019,小杉本舗,6,10368,1728,1728
2025-08-13,札幌,佐藤,30,1003104,2305629,Pフッソオイルポット,ポット,Pフッソオイルポット,,1154,加納企画,5,2615,865,523
2025-08-14,札幌,佐藤,30,1003161,2305031,Pフライパン22cm,フライパン,Pフライパン,22cm,1002,水野商事,6,4026,666,671
2025-08-14,札幌,田中,30,1003203,2305219,P玉子焼き,フライパン,P玉子焼き,,1022,首藤商事,4,1280,236,320
2025-08-14,札幌,渡辺,30,1003221,2305219,P玉子焼き,フライパン,P玉子焼き,,1024,蒼井食堂,5,1600,295,320
2025-08-14,札幌,高橋,30,1003224,2305217,Qフライパン26cm,フライパン,Qフライパン,26cm,1024,蒼井食堂,5,3675,665,735
2025-08-14,札幌,渡辺,30,1003230,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1024,蒼井食堂,4,3480,640,870
2025-08-14,札幌,高橋,30,1003284,2305219,P玉子焼き,フライパン,P玉子焼き,,1212,杉野興業,6,1920,354,320
2025-08-17,札幌,田中,30,1003344,3005019,食彩鍋26cm,鍋,食彩鍋,26cm,1023,寺田企画,3,7440,960,2480
2025-08-17,札幌,佐藤,30,1003347,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1024,蒼井食堂,8,2880,520,360
2025-08-18,札幌,鈴木,30,1003395,16805010,玉子焼,フライパン,玉子焼,,1212,杉野興業,22,11000,1760,500
2025-08-21,札幌,佐藤,30,1003437,2305028,Pいため鍋28cm,鍋,Pいため鍋,28cm,1002,水野商事,6,6906,1146,1151
2025-08-21,札幌,佐藤,30,1003515,1905150,フライパン26cm,フライパン,フライパン,26cm,1024,蒼井食堂,5,9730,1810,1946
2025-08-21,札幌,鈴木,30,1003539,605001,SSテンプラバットM,その他,SSテンプラバットM,,1210,池本工業,3,2340,1080,780
2025-08-22,札幌,伊藤,30,1003554,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1003,小沼興業,4,2204,1024,551
2025-08-27,札幌,佐藤,30,1003653,2305216,Qフライパン24cm,フライパン,Qフライパン,24cm,1154,加納企画,5,3340,665,668
2025-08-27,札幌,鈴木,30,1003668,805095,返軽玉子焼,フライパン,返軽玉子焼,,1154,加納企画,4,6600,1200,1650
2025-08-28,札幌,山本,30,1003713,2305638,Pフライパンカバー24~28用,フライパン,Pフライパンカバー,24~28用,1002,水野商事,9,2538,432,282
2025-08-28,札幌,高橋,30,1003743,12605001,鉄厚板揚げ鍋33cm,鍋,鉄厚板揚げ鍋,33cm,1002,水野商事,5,13640,2640,2728
2025-08-28,札幌,鈴木,30,1003752,605001,SSテンプラバットM,その他,SSテンプラバットM,,1002,水野商事,12,6240,1200,520
2025-08-28,札幌,鈴木,30,1003761,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1017,沢田工業,7,2520,455,360
2025-08-28,札幌,田中,30,1003782,3005017,食彩鍋22cm,鍋,食彩鍋,22cm,1024,蒼井食堂,3,6450,1050,2150
2025-08-28,札幌,田中,30,1003809,805096,SP玉子焼中,フライパン,SP玉子焼中,,1153,米谷サービス,5,5750,1160,1150
2025-08-29,札幌,高橋,30,1003863,2805012,Nいため鍋20cm,鍋,Nいため鍋,20cm,1407,田上企画,5,3710,560,742
2025-08-30,札幌,田中,30,1003875,16805008,PPフライパン26cm,フライパン,PPフライパン,26cm,1182,薬師丸本舗,22,10120,1540,460
2025-08-31,札幌,小林,30,1003893,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1002,水野商事,61,51850,8540,850
2025-08-31,札幌,田中,30,1003896,2305206,Pフライパン20cm,フライパン,Pフライパン,20cm,1002,水野商事,5,3115,515,623
2025-08-31,札幌,高橋,30,1003905,2305645,P中華スキンマー,お玉,P中華スキンマー,,1002,水野商事,4,1700,272,425
2025-08-31,札幌,山本,30,1003926,2305013,Pフライパン26cm,フライパン,Pフライパン,26cm,1002,水野商事,35,28000,4900,800
2025-08-31,札幌,伊藤,30,1003929,2305639,P鉄製フライパン26cm,フライパン,P鉄製フライパン,26cm,1002,水野商事,11,11550,1958,1050
2025-08-31,札幌,佐藤,30,1003947,605001,SSテンプラバットM,その他,SSテンプラバットM,,1002,水野商事,12,6240,1200,520
2025-08-31,札幌,伊藤,30,1003950,2305216,Qフライパン24cm,フライパン,Qフライパン,24cm,1017,沢田工業,4,2660,520,665
2025-08-31,札幌,田中,30,1003983,2305217,Qフライパン26cm,フライパン,Qフライパン,26cm,1022,首藤商事,7,5145,931,735
2025-08-31,札幌,鈴木,30,1004016,605001,SSテンプラバットM,その他,SSテンプラバットM,,1024,蒼井食堂,6,4680,2160,780
2025-08-31,札幌,佐藤,30,1004067,2305632,Pプラチナフライパン24cm,フライパン,Pプラチナフライパン,24cm,1154,加納企画,5,6750,1400,1350
2025-08-31,札幌,伊藤,30,1004112,2305053,P温度計付天ぷら鍋22cm,鍋,P温度計付天ぷら鍋,22cm,1210,池本工業,5,9850,1850,1970
2025-08-31,札幌,伊藤,30,1004115,2305013,Pフライパン26cm,フライパン,Pフライパン,26cm,1212,杉野興業,6,6900,2940,1150
