売上日,営業所,営業担当,期,伝票番号,商品CD,商品名,大分類,中分類,小分類,得意先CD,得意先名,売上数,売上金額,粗利益,単価
2025-07-01,名古屋,渡辺,30,1001439,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1002,水野商事,44,15620,2640,355
2025-07-01,名古屋,高橋,30,1001487,2305641,P鉄製深型フライパン24cm,フライパン,P鉄製深型フライパン,24cm,1002,水野商事,1,1180,201,1180
2025-07-01,名古屋,加藤,30,1001493,16805006,温度計付天ぷら鍋21cm,鍋,温度計付天ぷら鍋,21cm,1002,水野商事,19,11020,1710,580
2025-07-01,名古屋,山本,30,1001496,605001,SSテンプラバットM,その他,SSテンプラバットM,,1002,水野商事,8,4160,800,520
2025-07-01,名古屋,伊藤,30,1001508,1905150,フライパン26cm,フライパン,フライパン,26cm,1017,沢田工業,2,3892,724,1946
2025-07-01,名古屋,鈴木,30,1001511,2305060,Pカセットコンロ用オイルプレート,プレート,Pカセットコンロ用オイルプレート,,1017,沢田工業,2,1560,168,780
2025-07-01,名古屋,高橋,30,1001514,16805008,PPフライパン26cm,フライパン,PPフライパン,26cm,1017,沢田工業,79,36340,5530,460
2025-07-01,名古屋,田中,30,1001523,805096,SP玉子焼中,フライパン,SP玉子焼中,,1022,首藤商事,1,1150,232,1150
2025-07-01,名古屋,佐藤,30,1001553,2305210,P目玉焼きカバー16-18cm,その他,P目玉焼きカバー,16-18cm,1024,蒼井食堂,2,1100,200,550
2025-07-01,名古屋,山本,30,1001562,605001,SSテンプラバットM,その他,SSテンプラバットM,,1024,蒼井食堂,2,1560,720,780
2025-07-01,名古屋,佐藤,30,1001568,16805009,いため鍋28cm,鍋,いため鍋,28cm,1024,蒼井食堂,19,12255,1805,645
2025-07-01,名古屋,田中,30,1001583,3005019,食彩鍋26cm,鍋,食彩鍋,26cm,1024,蒼井食堂,1,2480,320,2480
2025-07-01,名古屋,高橋,30,1001586,16805008,PPフライパン26cm,フライパン,PPフライパン,26cm,1093,山川事務所,9,4320,810,480
