売上日,営業所,営業担当,期,伝票番号,商品CD,商品名,大分類,中分類,小分類,得意先CD,得意先名,売上数,売上金額,粗利益,単価
2025-12-01,名古屋,佐藤,31,1007604,2805012,Nいため鍋20cm,鍋,Nいため鍋,20cm,1407,田上企画,4,2968,448,742
2025-12-01,名古屋,高橋,31,1007607,2805014,N玉子焼中,フライパン,N玉子焼中,,1407,田上企画,4,2844,424,711
2025-12-01,名古屋,佐藤,31,1007631,2305631,P両手天ぷら20cm,鍋,P両手天ぷら,20cm,1210,池本工業,4,3600,800,900
2025-12-01,名古屋,伊藤,31,1007655,2305060,Pカセットコンロ用オイルプレート,プレート,Pカセットコンロ用オイルプレート,,1193,相馬事務所,3,2340,252,780
2025-12-01,名古屋,高橋,31,1007664,805098,SPフライパン26cm,フライパン,SPフライパン,26cm,1153,米谷サービス,4,6320,1136,1580
2025-12-01,名古屋,鈴木,31,1007685,16805008,PPフライパン26cm,フライパン,PPフライパン,26cm,1093,山川事務所,12,5760,1080,480
2025-12-01,名古屋,田中,31,1007709,3005018,食彩鍋24cm,鍋,食彩鍋,24cm,1024,蒼井食堂,10,23500,3700,2350
2025-12-01,名古屋,渡辺,31,1007712,1905158,フライパン28cm,フライパン,フライパン,28cm,1024,蒼井食堂,4,6500,1180,1625
2025-12-01,名古屋,鈴木,31,1007727,3005018,食彩鍋24cm,鍋,食彩鍋,24cm,1017,沢田工業,3,7050,1110,2350
2025-12-01,名古屋,高橋,31,1007730,2305013,Pフライパン26cm,フライパン,Pフライパン,26cm,1024,蒼井食堂,5,5750,2450,1150
2025-12-01,名古屋,佐藤,31,1007742,805096,SP玉子焼中,フライパン,SP玉子焼中,,1022,首藤商事,4,4600,928,1150
2025-12-01,名古屋,鈴木,31,1007748,2305210,P目玉焼きカバー16-18cm,その他,P目玉焼きカバー,16-18cm,1022,首藤商事,5,2750,500,550
2025-12-01,名古屋,高橋,31,1007766,1905150,フライパン26cm,フライパン,フライパン,26cm,1017,沢田工業,5,9730,1810,1946
2025-12-01,名古屋,伊藤,31,1007772,16805008,PPフライパン26cm,フライパン,PPフライパン,26cm,1017,沢田工業,70,32200,4900,460
2025-12-01,名古屋,佐藤,31,1007790,605001,SSテンプラバットM,その他,SSテンプラバットM,,1002,水野商事,11,5720,1100,520
2025-12-01,名古屋,渡辺,31,1007805,2305030,Pクロームテンプラバット,その他,Pクロームテンプラバット,,1002,水野商事,32,11488,1920,359
2025-12-01,名古屋,中村,31,1007817,2305206,Pフライパン20cm,フライパン,Pフライパン,20cm,1002,水野商事,4,2492,412,623
2025-12-01,名古屋,鈴木,31,1007829,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1002,水野商事,47,16685,2820,355
