売上日,営業所,営業担当,期,伝票番号,商品CD,商品名,大分類,中分類,小分類,得意先CD,得意先名,売上数,売上金額,粗利益,単価
2025-07-01,東京,高橋,30,1001445,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1002,水野商事,57,48450,7980,850
2025-07-01,東京,田中,30,1001475,2305218,PPいため鍋28cm,鍋,PPいため鍋,28cm,1002,水野商事,6,5304,894,884
2025-07-01,東京,佐藤,30,1001517,1905158,フライパン28cm,フライパン,フライパン,28cm,1017,沢田工業,2,3250,590,1625
2025-07-01,東京,渡辺,30,1001550,2305219,P玉子焼き,フライパン,P玉子焼き,,1024,蒼井食堂,2,640,118,320
2025-07-01,東京,高橋,30,1001598,1905150,フライパン26cm,フライパン,フライパン,26cm,1153,米谷サービス,2,3892,724,1946
2025-07-01,東京,鈴木,30,1001634,15305001,鉄玉子,その他,鉄玉子,,1210,池本工業,2,880,190,440
2025-07-01,東京,中村,30,1001649,1905150,フライパン26cm,フライパン,フライパン,26cm,1212,杉野興業,4,7784,1448,1946
2025-07-02,東京,高橋,30,1001661,2805013,Nいため鍋28cm,鍋,Nいため鍋,28cm,1407,田上企画,1,900,105,900
2025-07-04,東京,中村,30,1001670,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1193,相馬事務所,1,870,160,870
2025-07-07,東京,高橋,30,1001679,2305217,Qフライパン26cm,フライパン,Qフライパン,26cm,1154,加納企画,1,795,193,795
2025-07-07,東京,伊藤,30,1001682,2305632,Pプラチナフライパン24cm,フライパン,Pプラチナフライパン,24cm,1154,加納企画,1,1350,280,1350
2025-07-08,東京,佐藤,30,1001715,2305061,Pオイルポット1.6L,ポット,Pオイルポット,1.6L,1002,水野商事,3,2997,477,999
2025-07-08,東京,渡辺,30,1001733,2305031,Pフライパン22cm,フライパン,Pフライパン,22cm,1002,水野商事,8,5368,888,671
2025-07-08,東京,渡辺,30,1001739,2305640,P鉄製いため鍋28cm,鍋,P鉄製いため鍋,28cm,1002,水野商事,3,3900,663,1300
2025-07-08,東京,佐藤,30,1001778,1905150,フライパン26cm,フライパン,フライパン,26cm,1022,首藤商事,1,1946,362,1946
2025-07-08,東京,小林,30,1001796,16805010,玉子焼,フライパン,玉子焼,,1024,蒼井食堂,19,9500,1520,500
2025-07-08,東京,佐藤,30,1001805,2305216,Qフライパン24cm,フライパン,Qフライパン,24cm,1153,米谷サービス,2,1330,260,665
2025-07-08,東京,佐藤,30,1001817,2305219,P玉子焼き,フライパン,P玉子焼き,,1193,相馬事務所,1,320,59,320
2025-07-08,東京,渡辺,30,1001838,805099,SPフライパン24cm,フライパン,SPフライパン,24cm,1212,杉野興業,2,2800,424,1400
2025-07-14,東京,佐藤,30,1001934,2305013,Pフライパン26cm,フライパン,Pフライパン,26cm,1002,水野商事,27,21600,3780,800
2025-07-14,東京,佐藤,30,1001940,2305219,P玉子焼き,フライパン,P玉子焼き,,1002,水野商事,26,8164,1378,314
2025-07-14,東京,鈴木,30,1001958,2305217,Qフライパン26cm,フライパン,Qフライパン,26cm,1017,沢田工業,2,1470,266,735
2025-07-14,東京,田中,30,1002024,10705005,テンプラナベ24cmF,鍋,テンプラナベ,24cmF,1153,米谷サービス,1,2560,460,2560
2025-07-14,東京,小林,30,1002054,3005018,食彩鍋24cm,鍋,食彩鍋,24cm,1210,池本工業,1,2350,370,2350
2025-07-15,東京,佐藤,30,1002066,2805014,N玉子焼中,フライパン,N玉子焼中,,1402,井沢商事,5,3555,530,711
2025-07-17,東京,伊藤,30,1002123,1905158,フライパン28cm,フライパン,フライパン,28cm,1024,蒼井食堂,2,3250,590,1625
2025-07-17,東京,山本,30,1002129,3005019,食彩鍋26cm,鍋,食彩鍋,26cm,1208,藤井興業,2,4960,640,2480
2025-07-21,東京,伊藤,30,1002165,2305061,Pオイルポット1.6L,ポット,Pオイルポット,1.6L,1002,水野商事,5,4995,795,999
2025-07-21,東京,佐藤,30,1002180,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1002,水野商事,56,19880,3360,355
2025-07-21,東京,田中,30,1002222,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1022,首藤商事,2,720,130,360
2025-07-21,東京,小林,30,1002231,2305216,Qフライパン24cm,フライパン,Qフライパン,24cm,1022,首藤商事,1,665,130,665
2025-07-21,東京,鈴木,30,1002270,16805010,玉子焼,フライパン,玉子焼,,1212,杉野興業,19,9500,1520,500
2025-07-22,東京,高橋,30,1002291,2805013,Nいため鍋28cm,鍋,Nいため鍋,28cm,1175,小宮サービス,19,17100,1995,900
2025-07-22,東京,高橋,30,1002294,2805010,Nフライパン24cm,フライパン,Nフライパン,24cm,1175,小宮サービス,19,14098,2128,742
2025-07-22,東京,山本,30,1002312,2805011,Nフライパン26cm,フライパン,Nフライパン,26cm,1402,井沢商事,5,3825,575,765
2025-07-24,東京,渡辺,30,1002321,1905149,フライパン24cm,フライパン,フライパン,24cm,1024,蒼井食堂,1,1820,335,1820
2025-07-26,東京,中村,30,1002360,16805008,PPフライパン26cm,フライパン,PPフライパン,26cm,1212,杉野興業,39,17940,2730,460
2025-07-27,東京,小林,30,1002375,2305633,Pプラチナフライパン26cm,フライパン,Pプラチナフライパン,26cm,1154,加納企画,1,1450,310,1450
2025-07-27,東京,田中,30,1002399,805094,返軽炒めパン22cm,フライパン,返軽炒めパン,22cm,1154,加納企画,2,3520,640,1760
2025-07-28,東京,高橋,30,1002411,2305217,Qフライパン26cm,フライパン,Qフライパン,26cm,1002,水野商事,21,15204,2562,724
2025-07-28,東京,高橋,30,1002429,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1002,水野商事,29,10295,1740,355
2025-07-28,東京,高橋,30,1002450,2305640,P鉄製いため鍋28cm,鍋,P鉄製いため鍋,28cm,1002,水野商事,2,2600,442,1300
2025-07-28,東京,鈴木,30,1002462,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1017,沢田工業,4,1440,260,360
2025-07-28,東京,高橋,30,1002480,805094,返軽炒めパン22cm,フライパン,返軽炒めパン,22cm,1019,小杉本舗,2,3456,576,1728
2025-07-28,東京,高橋,30,1002498,3005018,食彩鍋24cm,鍋,食彩鍋,24cm,1024,蒼井食堂,1,2350,370,2350
2025-07-30,東京,鈴木,30,1002543,16805008,PPフライパン26cm,フライパン,PPフライパン,26cm,1093,山川事務所,9,4320,810,480
2025-07-31,東京,佐藤,30,1002618,605001,SSテンプラバットM,その他,SSテンプラバットM,,1002,水野商事,11,5720,1100,520
2025-07-31,東京,中村,30,1002624,2305060,Pカセットコンロ用オイルプレート,プレート,Pカセットコンロ用オイルプレート,,1017,沢田工業,5,3900,420,780
2025-07-31,東京,渡辺,30,1002642,3005018,食彩鍋24cm,鍋,食彩鍋,24cm,1017,沢田工業,10,23500,3700,2350
2025-07-31,東京,佐藤,30,1002645,2305217,Qフライパン26cm,フライパン,Qフライパン,26cm,1022,首藤商事,6,4410,798,735
2025-07-31,東京,高橋,30,1002654,805096,SP玉子焼中,フライパン,SP玉子焼中,,1022,首藤商事,4,4600,928,1150
2025-07-31,東京,伊藤,30,1002657,1905158,フライパン28cm,フライパン,フライパン,28cm,1022,首藤商事,4,6500,1180,1625
2025-07-31,東京,中村,30,1002669,2305053,P温度計付天ぷら鍋22cm,鍋,P温度計付天ぷら鍋,22cm,1024,蒼井食堂,4,7880,1480,1970
2025-07-31,東京,高橋,30,1002684,16805009,いため鍋28cm,鍋,いため鍋,28cm,1024,蒼井食堂,22,14190,2090,645
2025-07-31,東京,渡辺,30,1002687,805099,SPフライパン24cm,フライパン,SPフライパン,24cm,1024,蒼井食堂,6,8400,1272,1400
2025-07-31,東京,高橋,30,1002699,1905150,フライパン26cm,フライパン,フライパン,26cm,1024,蒼井食堂,4,7784,1448,1946
2025-07-31,東京,鈴木,30,1002747,1905150,フライパン26cm,フライパン,フライパン,26cm,1193,相馬事務所,3,5838,1086,1946
2025-07-31,東京,小林,30,1002750,1905158,フライパン28cm,フライパン,フライパン,28cm,1193,相馬事務所,3,4875,885,1625
2025-07-31,東京,田中,30,1002753,3005018,食彩鍋24cm,鍋,食彩鍋,24cm,1193,相馬事務所,30,70500,11100,2350
2025-07-31,東京,高橋,30,1002783,805097,SPいため鍋28cm,鍋,SPいため鍋,28cm,1212,杉野興業,4,7000,1168,1750
