売上日,営業所,営業担当,期,伝票番号,商品CD,商品名,大分類,中分類,小分類,得意先CD,得意先名,売上数,売上金額,粗利益,単価
2025-11-03,名古屋,田中,31,1006719,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1193,相馬事務所,1,870,160,870
2025-11-06,名古屋,鈴木,31,1006731,2305632,Pプラチナフライパン24cm,フライパン,Pプラチナフライパン,24cm,1154,加納企画,1,1350,280,1350
2025-11-07,名古屋,高橋,31,1006743,805089,SP目玉焼,フライパン,SP目玉焼,,1024,蒼井食堂,4,4320,864,1080
2025-11-07,名古屋,加藤,31,1006752,16805007,PPフライパン24cm,フライパン,PPフライパン,24cm,1023,寺田企画,19,8645,1235,455
2025-11-07,名古屋,鈴木,31,1006761,2305640,P鉄製いため鍋28cm,鍋,P鉄製いため鍋,28cm,1002,水野商事,3,3900,663,1300
2025-11-07,名古屋,高橋,31,1006767,605001,SSテンプラバットM,その他,SSテンプラバットM,,1002,水野商事,1,520,100,520
2025-11-07,名古屋,伊藤,31,1006770,1905152,イタメナベ28cm,鍋,イタメナベ,28cm,1017,沢田工業,1,2250,402,2250
2025-11-07,名古屋,佐藤,31,1006785,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1017,沢田工業,1,360,65,360
2025-11-07,名古屋,田中,31,1006788,1905158,フライパン28cm,フライパン,フライパン,28cm,1017,沢田工業,1,1625,295,1625
2025-11-07,名古屋,田中,31,1006824,2305219,P玉子焼き,フライパン,P玉子焼き,,1002,水野商事,24,7536,1272,314
2025-11-07,名古屋,佐藤,31,1006836,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1002,水野商事,53,45050,7420,850
2025-11-07,名古屋,高橋,31,1006845,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1002,水野商事,51,18105,3060,355
2025-11-07,名古屋,田中,31,1006851,2305207,P中華お玉,お玉,P中華お玉,,1002,水野商事,3,1374,228,458
2025-11-07,名古屋,佐藤,31,1006857,16805010,玉子焼,フライパン,玉子焼,,1210,池本工業,19,9500,1520,500
2025-11-07,名古屋,佐藤,31,1006860,1305006,フライパンカバーセット,フライパン,フライパンカバーセット,,1210,池本工業,19,7410,950,390
2025-11-07,名古屋,田中,31,1006863,805099,SPフライパン24cm,フライパン,SPフライパン,24cm,1208,藤井興業,1,1400,212,1400
2025-11-07,名古屋,田中,31,1006866,805089,SP目玉焼,フライパン,SP目玉焼,,1212,杉野興業,2,2160,432,1080
2025-11-07,名古屋,田中,31,1006881,16805007,PPフライパン24cm,フライパン,PPフライパン,24cm,1193,相馬事務所,17,7735,1105,455
2025-11-07,名古屋,鈴木,31,1006887,605001,SSテンプラバットM,その他,SSテンプラバットM,,1212,杉野興業,1,780,360,780
2025-11-09,名古屋,田中,31,1006902,1905149,フライパン24cm,フライパン,フライパン,24cm,1154,加納企画,1,2025,540,2025
2025-11-09,名古屋,田中,31,1006923,1905152,イタメナベ28cm,鍋,イタメナベ,28cm,1154,加納企画,1,2520,672,2520
2025-11-12,名古屋,佐藤,31,1006932,16805008,PPフライパン26cm,フライパン,PPフライパン,26cm,1093,山川事務所,19,9120,1710,480
2025-11-14,名古屋,高橋,31,1006962,2305631,P両手天ぷら20cm,鍋,P両手天ぷら,20cm,1153,米谷サービス,2,1800,400,900
2025-11-14,名古屋,中村,31,1006965,2305219,P玉子焼き,フライパン,P玉子焼き,,1017,沢田工業,2,640,118,320
2025-11-14,名古屋,鈴木,31,1006968,805099,SPフライパン24cm,フライパン,SPフライパン,24cm,1017,沢田工業,4,5600,848,1400
2025-11-14,名古屋,高橋,31,1007004,1905150,フライパン26cm,フライパン,フライパン,26cm,1017,沢田工業,4,7784,1448,1946
2025-11-14,名古屋,山本,31,1007013,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1153,米谷サービス,2,1740,320,870
2025-11-14,名古屋,小林,31,1007043,2305061,Pオイルポット1.6L,ポット,Pオイルポット,1.6L,1002,水野商事,8,7992,1272,999
2025-11-14,名古屋,高橋,31,1007067,2305217,Qフライパン26cm,フライパン,Qフライパン,26cm,1002,水野商事,8,5792,976,724
2025-11-14,名古屋,鈴木,31,1007076,2305203,P温度計付両手天ぷら20M,鍋,P温度計付両手天ぷら,20M,1002,水野商事,1,1390,290,1390
2025-11-14,名古屋,佐藤,31,1007079,805098,SPフライパン26cm,フライパン,SPフライパン,26cm,1193,相馬事務所,1,1580,284,1580
2025-11-14,名古屋,田中,31,1007082,2305219,P玉子焼き,フライパン,P玉子焼き,,1212,杉野興業,3,960,177,320
2025-11-15,名古屋,田中,31,1007106,2805013,Nいため鍋28cm,鍋,Nいため鍋,28cm,1105,白鳥食堂,3,2700,315,900
2025-11-16,名古屋,田中,31,1007127,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1154,加納企画,1,865,155,865
2025-11-17,名古屋,小林,31,1007172,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1153,米谷サービス,2,720,130,360
2025-11-18,名古屋,田中,31,1007187,16805009,いため鍋28cm,鍋,いため鍋,28cm,1153,米谷サービス,19,12255,1805,645
2025-11-18,名古屋,田中,31,1007190,16805008,PPフライパン26cm,フライパン,PPフライパン,26cm,1022,首藤商事,19,8740,1330,460
2025-11-21,名古屋,加藤,31,1007211,605001,SSテンプラバットM,その他,SSテンプラバットM,,1022,首藤商事,1,780,360,780
2025-11-21,名古屋,伊藤,31,1007229,1905150,フライパン26cm,フライパン,フライパン,26cm,1024,蒼井食堂,2,3892,724,1946
2025-11-21,名古屋,高橋,31,1007250,15305001,鉄玉子,その他,鉄玉子,,1019,小杉本舗,9,3735,630,415
2025-11-21,名古屋,伊藤,31,1007277,2305031,Pフライパン22cm,フライパン,Pフライパン,22cm,1002,水野商事,1,671,111,671
2025-11-21,名古屋,渡辺,31,1007280,2305013,Pフライパン26cm,フライパン,Pフライパン,26cm,1002,水野商事,16,12800,2240,800
2025-11-21,名古屋,高橋,31,1007286,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1002,水野商事,11,3905,660,355
2025-11-21,名古屋,田中,31,1007295,2305218,PPいため鍋28cm,鍋,PPいため鍋,28cm,1002,水野商事,3,2652,447,884
2025-11-21,名古屋,鈴木,31,1007298,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1002,水野商事,30,25500,4200,850
2025-11-21,名古屋,佐藤,31,1007310,1905150,フライパン26cm,フライパン,フライパン,26cm,1208,藤井興業,1,1946,362,1946
2025-11-21,名古屋,田中,31,1007313,2305217,Qフライパン26cm,フライパン,Qフライパン,26cm,1182,薬師丸本舗,1,735,133,735
