売上日,営業所,営業担当,期,伝票番号,商品CD,商品名,大分類,中分類,小分類,得意先CD,得意先名,売上数,売上金額,粗利益,単価
2025-07-01,大阪,鈴木,30,1001451,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1002,水野商事,41,14555,2460,355
2025-07-01,大阪,鈴木,30,1001454,2305217,Qフライパン26cm,フライパン,Qフライパン,26cm,1002,水野商事,15,10860,1830,724
2025-07-01,大阪,佐藤,30,1001457,2305638,Pフライパンカバー24~28用,フライパン,Pフライパンカバー,24~28用,1002,水野商事,7,1974,336,282
2025-07-01,大阪,田中,30,1001469,2305061,Pオイルポット1.6L,ポット,Pオイルポット,1.6L,1002,水野商事,5,4995,795,999
2025-07-01,大阪,佐藤,30,1001478,2305219,P玉子焼き,フライパン,P玉子焼き,,1002,水野商事,28,8792,1484,314
2025-07-01,大阪,高橋,30,1001481,2305030,Pクロームテンプラバット,その他,Pクロームテンプラバット,,1002,水野商事,29,10411,1740,359
2025-07-01,大阪,伊藤,30,1001484,2305210,P目玉焼きカバー16-18cm,その他,P目玉焼きカバー,16-18cm,1002,水野商事,7,3703,553,529
2025-07-01,大阪,田中,30,1001505,15305001,鉄玉子,その他,鉄玉子,,1017,沢田工業,2,880,190,440
2025-07-01,大阪,高橋,30,1001520,2305217,Qフライパン26cm,フライパン,Qフライパン,26cm,1022,首藤商事,3,2205,399,735
2025-07-01,大阪,小林,30,1001529,2305210,P目玉焼きカバー16-18cm,その他,P目玉焼きカバー,16-18cm,1022,首藤商事,2,1100,200,550
2025-07-01,大阪,伊藤,30,1001538,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1023,寺田企画,1,870,160,870
2025-07-01,大阪,田中,30,1001541,2305053,P温度計付天ぷら鍋22cm,鍋,P温度計付天ぷら鍋,22cm,1024,蒼井食堂,1,1970,370,1970
2025-07-01,大阪,渡辺,30,1001556,805096,SP玉子焼中,フライパン,SP玉子焼中,,1024,蒼井食堂,2,2300,464,1150
2025-07-01,大阪,中村,30,1001565,805099,SPフライパン24cm,フライパン,SPフライパン,24cm,1024,蒼井食堂,3,4200,636,1400
2025-07-01,大阪,高橋,30,1001571,16805007,PPフライパン24cm,フライパン,PPフライパン,24cm,1024,蒼井食堂,19,8645,1235,455
2025-07-01,大阪,高橋,30,1001577,1905150,フライパン26cm,フライパン,フライパン,26cm,1024,蒼井食堂,1,1946,362,1946
2025-07-01,大阪,鈴木,30,1001592,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1153,米谷サービス,1,870,160,870
2025-07-01,大阪,小林,30,1001616,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1193,相馬事務所,1,870,160,870
