売上日,営業所,営業担当,期,伝票番号,商品CD,商品名,大分類,中分類,小分類,得意先CD,得意先名,売上数,売上金額,粗利益,単価
2025-10-01,東京,鈴木,31,1005246,2305207,P中華お玉,お玉,P中華お玉,,1002,水野商事,20,9160,1520,458
2025-10-01,東京,伊藤,31,1005249,2305061,Pオイルポット1.6L,ポット,Pオイルポット,1.6L,1002,水野商事,9,8991,1431,999
2025-10-01,東京,田中,31,1005252,2305639,P鉄製フライパン26cm,フライパン,P鉄製フライパン,26cm,1002,水野商事,11,11550,1958,1050
2025-10-01,東京,中村,31,1005255,2305218,PPいため鍋28cm,鍋,PPいため鍋,28cm,1002,水野商事,10,8840,1490,884
2025-10-01,東京,渡辺,31,1005273,2305206,Pフライパン20cm,フライパン,Pフライパン,20cm,1002,水野商事,5,3115,515,623
2025-10-01,東京,山本,31,1005306,805096,SP玉子焼中,フライパン,SP玉子焼中,,1022,首藤商事,5,5750,1160,1150
2025-10-01,東京,加藤,31,1005339,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1023,寺田企画,5,4350,800,870
2025-10-01,東京,伊藤,31,1005405,2305060,Pカセットコンロ用オイルプレート,プレート,Pカセットコンロ用オイルプレート,,1193,相馬事務所,4,3120,336,780
2025-10-02,東京,山本,31,1005447,2805012,Nいため鍋20cm,鍋,Nいため鍋,20cm,1407,田上企画,5,3710,560,742
2025-10-02,東京,中村,31,1005453,2805014,N玉子焼中,フライパン,N玉子焼中,,1407,田上企画,5,3555,530,711
2025-10-04,東京,鈴木,31,1005465,2305631,P両手天ぷら20cm,鍋,P両手天ぷら,20cm,1153,米谷サービス,4,3600,800,900
2025-10-07,東京,山本,31,1005477,15305001,鉄玉子,その他,鉄玉子,,1136,前川サービス,38,16720,3610,440
2025-10-08,東京,佐藤,31,1005507,2305203,P温度計付両手天ぷら20M,鍋,P温度計付両手天ぷら,20M,1002,水野商事,7,9730,2030,1390
2025-10-08,東京,渡辺,31,1005519,16805006,温度計付天ぷら鍋21cm,鍋,温度計付天ぷら鍋,21cm,1002,水野商事,8,4640,400,580
2025-10-08,東京,佐藤,31,1005558,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1017,沢田工業,5,1800,325,360
2025-10-08,東京,田中,31,1005561,805100,SPフライパン22cm,フライパン,SPフライパン,22cm,1017,沢田工業,5,6500,1100,1300
2025-10-08,東京,伊藤,31,1005588,16805015,深型フライパン24cm,フライパン,深型フライパン,24cm,1022,首藤商事,23,12650,1840,550
2025-10-08,東京,高橋,31,1005621,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1153,米谷サービス,4,3480,640,870
2025-10-08,東京,佐藤,31,1005627,2305013,Pフライパン26cm,フライパン,Pフライパン,26cm,1182,薬師丸本舗,4,4600,1960,1150
2025-10-08,東京,鈴木,31,1005645,2305210,P目玉焼きカバー16-18cm,その他,P目玉焼きカバー,16-18cm,1212,杉野興業,6,3300,600,550
2025-10-09,東京,山本,31,1005690,2805011,Nフライパン26cm,フライパン,Nフライパン,26cm,1407,田上企画,6,4590,690,765
2025-10-10,東京,佐藤,31,1005717,1905150,フライパン26cm,フライパン,フライパン,26cm,1154,加納企画,5,10800,2880,2160
2025-10-13,東京,伊藤,31,1005741,15305001,鉄玉子,その他,鉄玉子,,1136,前川サービス,18,7920,1710,440
2025-10-13,東京,伊藤,31,1005750,2305629,Pフッソオイルポット,ポット,Pフッソオイルポット,,1154,加納企画,6,3138,1038,523
2025-10-13,東京,佐藤,31,1005753,2305629,Pフッソオイルポット,ポット,Pフッソオイルポット,,1154,加納企画,4,2092,692,523
2025-10-14,東京,高橋,31,1005876,3005017,食彩鍋22cm,鍋,食彩鍋,22cm,1153,米谷サービス,5,10750,1750,2150
2025-10-15,東京,鈴木,31,1005942,2805014,N玉子焼中,フライパン,N玉子焼中,,1402,井沢商事,9,6399,954,711
2025-10-16,東京,小林,31,1005948,2305631,P両手天ぷら20cm,鍋,P両手天ぷら,20cm,1154,加納企画,2,2200,800,1100
2025-10-16,東京,伊藤,31,1005963,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1154,加納企画,5,4325,775,865
2025-10-16,東京,渡辺,31,1005966,16805008,PPフライパン26cm,フライパン,PPフライパン,26cm,1193,相馬事務所,23,10580,1610,460
2025-10-16,東京,小林,31,1005969,1305006,フライパンカバーセット,フライパン,フライパンカバーセット,,1210,池本工業,23,8970,1150,390
2025-10-17,東京,渡辺,31,1005975,2305216,Qフライパン24cm,フライパン,Qフライパン,24cm,1024,蒼井食堂,7,4655,910,665
2025-10-21,東京,山本,31,1006062,2305030,Pクロームテンプラバット,その他,Pクロームテンプラバット,,1002,水野商事,17,6103,1020,359
2025-10-21,東京,小林,31,1006065,2305639,P鉄製フライパン26cm,フライパン,P鉄製フライパン,26cm,1002,水野商事,4,4200,712,1050
2025-10-21,東京,佐藤,31,1006068,2305028,Pいため鍋28cm,鍋,Pいため鍋,28cm,1002,水野商事,7,8057,1337,1151
2025-10-21,東京,小林,31,1006119,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1022,首藤商事,6,2160,390,360
2025-10-21,東京,鈴木,31,1006131,10705005,テンプラナベ24cmF,鍋,テンプラナベ,24cmF,1024,蒼井食堂,5,12800,2300,2560
2025-10-21,東京,鈴木,31,1006173,16805010,玉子焼,フライパン,玉子焼,,1212,杉野興業,23,11500,1840,500
2025-10-22,東京,田中,31,1006191,2805011,Nフライパン26cm,フライパン,Nフライパン,26cm,1175,小宮サービス,23,17595,2645,765
2025-10-22,東京,田中,31,1006212,2805013,Nいため鍋28cm,鍋,Nいため鍋,28cm,1402,井沢商事,9,8100,945,900
2025-10-24,東京,佐藤,31,1006224,1905149,フライパン24cm,フライパン,フライパン,24cm,1024,蒼井食堂,5,9100,1675,1820
2025-10-24,東京,高橋,31,1006230,1905150,フライパン26cm,フライパン,フライパン,26cm,1153,米谷サービス,6,11676,2172,1946
2025-10-26,東京,伊藤,31,1006254,16805008,PPフライパン26cm,フライパン,PPフライパン,26cm,1153,米谷サービス,23,10580,1610,460
2025-10-28,東京,鈴木,31,1006305,2305207,P中華お玉,お玉,P中華お玉,,1002,水野商事,11,5038,836,458
2025-10-28,東京,小林,31,1006320,2305061,Pオイルポット1.6L,ポット,Pオイルポット,1.6L,1002,水野商事,8,7992,1272,999
2025-10-28,東京,鈴木,31,1006359,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1017,沢田工業,8,2880,520,360
2025-10-28,東京,鈴木,31,1006395,12605001,鉄厚板揚げ鍋33cm,鍋,鉄厚板揚げ鍋,33cm,1024,蒼井食堂,2,5460,1060,2730
2025-10-28,東京,田中,31,1006428,1905150,フライパン26cm,フライパン,フライパン,26cm,1182,薬師丸本舗,4,7784,1448,1946
