売上日,営業所,営業担当,期,伝票番号,商品CD,商品名,大分類,中分類,小分類,得意先CD,得意先名,売上数,売上金額,粗利益,単価
2025-10-01,札幌,渡辺,31,1005231,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1002,水野商事,48,17040,2880,355
2025-10-01,札幌,渡辺,31,1005243,2305641,P鉄製深型フライパン24cm,フライパン,P鉄製深型フライパン,24cm,1002,水野商事,5,5900,1005,1180
2025-10-01,札幌,山本,31,1005267,2305638,Pフライパンカバー24~28用,フライパン,Pフライパンカバー,24~28用,1002,水野商事,11,3102,528,282
2025-10-01,札幌,伊藤,31,1005336,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1023,寺田企画,1,870,160,870
2025-10-01,札幌,佐藤,31,1005426,805100,SPフライパン22cm,フライパン,SPフライパン,22cm,1208,藤井興業,5,6500,1100,1300
2025-10-01,札幌,高橋,31,1005438,805097,SPいため鍋28cm,鍋,SPいため鍋,28cm,1212,杉野興業,5,8750,1460,1750
2025-10-04,札幌,伊藤,31,1005459,3005019,食彩鍋26cm,鍋,食彩鍋,26cm,1022,首藤商事,4,9920,1280,2480
2025-10-07,札幌,田中,31,1005492,2305632,Pプラチナフライパン24cm,フライパン,Pプラチナフライパン,24cm,1154,加納企画,5,6750,1400,1350
2025-10-08,札幌,渡辺,31,1005555,2305207,P中華お玉,お玉,P中華お玉,,1002,水野商事,7,3206,532,458
2025-10-08,札幌,田中,31,1005579,1905150,フライパン26cm,フライパン,フライパン,26cm,1022,首藤商事,5,9730,1810,1946
2025-10-08,札幌,佐藤,31,1005594,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1022,首藤商事,7,2520,455,360
2025-10-08,札幌,佐藤,31,1005597,805098,SPフライパン26cm,フライパン,SPフライパン,26cm,1024,蒼井食堂,5,7900,1420,1580
2025-10-08,札幌,山本,31,1005609,1905148,タマゴヤキ,フライパン,タマゴヤキ,,1024,蒼井食堂,6,9576,1854,1596
2025-10-08,札幌,佐藤,31,1005630,16805007,PPフライパン24cm,フライパン,PPフライパン,24cm,1193,相馬事務所,21,9555,1365,455
2025-10-08,札幌,山本,31,1005657,805099,SPフライパン24cm,フライパン,SPフライパン,24cm,1208,藤井興業,5,7000,1060,1400
2025-10-14,札幌,佐藤,31,1005759,2305203,P温度計付両手天ぷら20M,鍋,P温度計付両手天ぷら,20M,1002,水野商事,5,6950,1450,1390
2025-10-14,札幌,田中,31,1005777,2305639,P鉄製フライパン26cm,フライパン,P鉄製フライパン,26cm,1002,水野商事,5,5250,890,1050
2025-10-14,札幌,田中,31,1005789,2305031,Pフライパン22cm,フライパン,Pフライパン,22cm,1002,水野商事,7,4697,777,671
2025-10-14,札幌,佐藤,31,1005813,805099,SPフライパン24cm,フライパン,SPフライパン,24cm,1017,沢田工業,8,11200,1696,1400
2025-10-14,札幌,佐藤,31,1005819,805098,SPフライパン26cm,フライパン,SPフライパン,26cm,1017,沢田工業,7,11060,1988,1580
2025-10-14,札幌,中村,31,1005864,16805008,PPフライパン26cm,フライパン,PPフライパン,26cm,1093,山川事務所,13,6240,1170,480
2025-10-14,札幌,渡辺,31,1005879,3005019,食彩鍋26cm,鍋,食彩鍋,26cm,1153,米谷サービス,4,9920,1280,2480
2025-10-14,札幌,渡辺,31,1005891,1905149,フライパン24cm,フライパン,フライパン,24cm,1153,米谷サービス,4,7280,1340,1820
2025-10-14,札幌,山本,31,1005900,805099,SPフライパン24cm,フライパン,SPフライパン,24cm,1193,相馬事務所,4,5600,848,1400
2025-10-15,札幌,佐藤,31,1005939,2805010,Nフライパン24cm,フライパン,Nフライパン,24cm,1407,田上企画,5,3710,560,742
2025-10-16,札幌,小林,31,1005951,2305013,Pフライパン26cm,フライパン,Pフライパン,26cm,1154,加納企画,5,6050,2750,1210
2025-10-20,札幌,中村,31,1006032,15305001,鉄玉子,その他,鉄玉子,,1136,前川サービス,31,13640,2945,440
2025-10-21,札幌,佐藤,31,1006086,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1002,水野商事,34,28900,4760,850
2025-10-21,札幌,高橋,31,1006092,1905158,フライパン28cm,フライパン,フライパン,28cm,1017,沢田工業,6,9750,1770,1625
2025-10-21,札幌,田中,31,1006098,805098,SPフライパン26cm,フライパン,SPフライパン,26cm,1022,首藤商事,7,11060,1988,1580
2025-10-22,札幌,渡辺,31,1006185,2805014,N玉子焼中,フライパン,N玉子焼中,,1105,白鳥食堂,8,5688,848,711
2025-10-22,札幌,高橋,31,1006194,2805013,Nいため鍋28cm,鍋,Nいため鍋,28cm,1175,小宮サービス,23,20700,2415,900
2025-10-22,札幌,渡辺,31,1006215,2805012,Nいため鍋20cm,鍋,Nいため鍋,20cm,1402,井沢商事,9,6678,1008,742
2025-10-26,札幌,鈴木,31,1006257,16805009,いため鍋28cm,鍋,いため鍋,28cm,1193,相馬事務所,23,14835,1495,645
2025-10-28,札幌,鈴木,31,1006335,2305030,Pクロームテンプラバット,その他,Pクロームテンプラバット,,1002,水野商事,26,9334,1560,359
2025-10-28,札幌,山本,31,1006368,805089,SP目玉焼,フライパン,SP目玉焼,,1017,沢田工業,8,8640,1728,1080
2025-10-28,札幌,高橋,31,1006440,805099,SPフライパン24cm,フライパン,SPフライパン,24cm,1182,薬師丸本舗,4,5600,848,1400
2025-10-28,札幌,鈴木,31,1006455,805098,SPフライパン26cm,フライパン,SPフライパン,26cm,1208,藤井興業,5,7900,1420,1580
2025-10-31,札幌,佐藤,31,1006503,2305013,Pフライパン26cm,フライパン,Pフライパン,26cm,1024,蒼井食堂,2,2300,980,1150
2025-10-31,札幌,鈴木,31,1006524,1905150,フライパン26cm,フライパン,フライパン,26cm,1024,蒼井食堂,1,1946,362,1946
2025-10-31,札幌,田中,31,1006539,16805006,温度計付天ぷら鍋21cm,鍋,温度計付天ぷら鍋,21cm,1002,水野商事,19,11020,1710,580
2025-10-31,札幌,佐藤,31,1006551,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1017,沢田工業,1,870,160,870
2025-10-31,札幌,田中,31,1006554,605001,SSテンプラバットM,その他,SSテンプラバットM,,1002,水野商事,8,4160,800,520
2025-10-31,札幌,小林,31,1006599,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1153,米谷サービス,1,870,160,870
2025-10-31,札幌,鈴木,31,1006602,805098,SPフライパン26cm,フライパン,SPフライパン,26cm,1153,米谷サービス,1,1580,284,1580
