売上日,営業所,営業担当,期,伝票番号,商品CD,商品名,大分類,中分類,小分類,得意先CD,得意先名,売上数,売上金額,粗利益,単価
2025-08-03,福岡,佐藤,30,1002816,2305631,P両手天ぷら20cm,鍋,P両手天ぷら,20cm,1153,米谷サービス,3,2700,600,900
2025-08-06,福岡,渡辺,30,1002831,2305028,Pいため鍋28cm,鍋,Pいため鍋,28cm,1154,加納企画,3,3750,870,1250
2025-08-07,福岡,小林,30,1002888,2305640,P鉄製いため鍋28cm,鍋,P鉄製いため鍋,28cm,1002,水野商事,6,7800,1326,1300
2025-08-07,福岡,佐藤,30,1002903,605001,SSテンプラバットM,その他,SSテンプラバットM,,1002,水野商事,4,2080,400,520
2025-08-07,福岡,小林,30,1002909,2305053,P温度計付天ぷら鍋22cm,鍋,P温度計付天ぷら鍋,22cm,1017,沢田工業,4,7880,1480,1970
2025-08-07,福岡,山本,30,1002921,1905152,イタメナベ28cm,鍋,イタメナベ,28cm,1017,沢田工業,4,9000,1608,2250
2025-08-07,福岡,鈴木,30,1002930,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1022,首藤商事,6,2160,390,360
2025-08-07,福岡,鈴木,30,1002990,2305210,P目玉焼きカバー16-18cm,その他,P目玉焼きカバー,16-18cm,1193,相馬事務所,3,1650,300,550
2025-08-07,福岡,田中,30,1002993,2305219,P玉子焼き,フライパン,P玉子焼き,,1193,相馬事務所,4,1280,236,320
2025-08-09,福岡,鈴木,30,1003053,2305053,P温度計付天ぷら鍋22cm,鍋,P温度計付天ぷら鍋,22cm,1153,米谷サービス,5,9850,1850,1970
2025-08-09,福岡,山本,30,1003065,1905148,タマゴヤキ,フライパン,タマゴヤキ,,1154,加納企画,4,6480,1728,1620
2025-08-12,福岡,渡辺,30,1003092,16805007,PPフライパン24cm,フライパン,PPフライパン,24cm,1093,山川事務所,12,5760,600,480
2025-08-13,福岡,高橋,30,1003095,15305001,鉄玉子,その他,鉄玉子,,1136,前川サービス,17,7480,1615,440
2025-08-14,福岡,伊藤,30,1003119,2305216,Qフライパン24cm,フライパン,Qフライパン,24cm,1002,水野商事,4,2576,436,644
2025-08-14,福岡,鈴木,30,1003245,1905149,フライパン24cm,フライパン,フライパン,24cm,1153,米谷サービス,3,5460,1005,1820
2025-08-21,福岡,高橋,30,1003485,16805008,PPフライパン26cm,フライパン,PPフライパン,26cm,1022,首藤商事,22,10120,1540,460
2025-08-21,福岡,佐藤,30,1003527,805100,SPフライパン22cm,フライパン,SPフライパン,22cm,1193,相馬事務所,4,5200,880,1300
2025-08-21,福岡,鈴木,30,1003536,3005017,食彩鍋22cm,鍋,食彩鍋,22cm,1208,藤井興業,4,8600,1400,2150
2025-08-26,福岡,伊藤,30,1003623,16805008,PPフライパン26cm,フライパン,PPフライパン,26cm,1022,首藤商事,42,19320,2940,460
2025-08-27,福岡,鈴木,30,1003659,2305633,Pプラチナフライパン26cm,フライパン,Pプラチナフライパン,26cm,1154,加納企画,4,5800,1240,1450
2025-08-31,福岡,田中,30,1003938,2305061,Pオイルポット1.6L,ポット,Pオイルポット,1.6L,1002,水野商事,9,8991,1431,999
2025-08-31,福岡,佐藤,30,1004037,16805007,PPフライパン24cm,フライパン,PPフライパン,24cm,1024,蒼井食堂,23,10465,1495,455
2025-08-31,福岡,鈴木,30,1004049,16805007,PPフライパン24cm,フライパン,PPフライパン,24cm,1093,山川事務所,13,6240,1170,480
