売上日,営業所,営業担当,期,伝票番号,商品CD,商品名,大分類,中分類,小分類,得意先CD,得意先名,売上数,売上金額,粗利益,単価
2025-08-01,東京,鈴木,30,1002804,2805013,Nいため鍋28cm,鍋,Nいため鍋,28cm,1407,田上企画,4,3600,420,900
2025-08-06,東京,田中,30,1002825,15305001,鉄玉子,その他,鉄玉子,,1136,前川サービス,37,16280,3515,440
2025-08-06,東京,山本,30,1002834,2305217,Qフライパン26cm,フライパン,Qフライパン,26cm,1154,加納企画,4,3180,772,795
2025-08-06,東京,渡辺,30,1002843,2305013,Pフライパン26cm,フライパン,Pフライパン,26cm,1205,川島食堂,3,3960,1980,1320
2025-08-07,東京,田中,30,1002882,2305219,P玉子焼き,フライパン,P玉子焼き,,1002,水野商事,27,8478,1431,314
2025-08-07,東京,佐藤,30,1003005,2305217,Qフライパン26cm,フライパン,Qフライパン,26cm,1208,藤井興業,3,2205,399,735
2025-08-07,東京,中村,30,1003020,16805010,玉子焼,フライパン,玉子焼,,1210,池本工業,22,11000,1760,500
2025-08-07,東京,伊藤,30,1003026,805099,SPフライパン24cm,フライパン,SPフライパン,24cm,1212,杉野興業,5,7000,1060,1400
2025-08-09,東京,渡辺,30,1003050,3005019,食彩鍋26cm,鍋,食彩鍋,26cm,1022,首藤商事,10,24800,3200,2480
2025-08-09,東京,伊藤,30,1003068,1905150,フライパン26cm,フライパン,フライパン,26cm,1154,加納企画,4,8640,2304,2160
2025-08-09,東京,伊藤,30,1003071,3005017,食彩鍋22cm,鍋,食彩鍋,22cm,1154,加納企画,10,22500,5000,2250
2025-08-12,東京,渡辺,30,1003089,16805008,PPフライパン26cm,フライパン,PPフライパン,26cm,1093,山川事務所,22,10560,1980,480
2025-08-13,東京,山本,30,1003101,2305635,Pプラチナイタメナベ28cm,鍋,Pプラチナイタメナベ,28cm,1154,加納企画,4,7440,1500,1860
2025-08-13,東京,伊藤,30,1003107,2305629,Pフッソオイルポット,ポット,Pフッソオイルポット,,1154,加納企画,3,1569,519,523
2025-08-14,東京,渡辺,30,1003146,2305638,Pフライパンカバー24~28用,フライパン,Pフライパンカバー,24~28用,1002,水野商事,8,2256,384,282
2025-08-14,東京,高橋,30,1003152,2305013,Pフライパン26cm,フライパン,Pフライパン,26cm,1002,水野商事,30,24000,4200,800
2025-08-14,東京,伊藤,30,1003173,2305631,P両手天ぷら20cm,鍋,P両手天ぷら,20cm,1017,沢田工業,4,3600,800,900
2025-08-14,東京,高橋,30,1003212,1905149,フライパン24cm,フライパン,フライパン,24cm,1022,首藤商事,3,5460,1005,1820
2025-08-16,東京,鈴木,30,1003335,605001,SSテンプラバットM,その他,SSテンプラバットM,,1154,加納企画,7,5334,2394,762
2025-08-17,東京,鈴木,30,1003356,805098,SPフライパン26cm,フライパン,SPフライパン,26cm,1024,蒼井食堂,4,6320,1136,1580
2025-08-17,東京,佐藤,30,1003359,1905158,フライパン28cm,フライパン,フライパン,28cm,1024,蒼井食堂,5,8125,1475,1625
2025-08-17,東京,伊藤,30,1003383,3005019,食彩鍋26cm,鍋,食彩鍋,26cm,1208,藤井興業,5,12400,1600,2480
2025-08-21,東京,高橋,30,1003446,2305030,Pクロームテンプラバット,その他,Pクロームテンプラバット,,1002,水野商事,16,5744,960,359
2025-08-21,東京,伊藤,30,1003461,1905158,フライパン28cm,フライパン,フライパン,28cm,1017,沢田工業,5,8125,1475,1625
2025-08-21,東京,佐藤,30,1003542,2305217,Qフライパン26cm,フライパン,Qフライパン,26cm,1212,杉野興業,5,3675,665,735
2025-08-22,東京,渡辺,30,1003569,2805013,Nいため鍋28cm,鍋,Nいため鍋,28cm,1175,小宮サービス,22,19800,2310,900
2025-08-26,東京,高橋,30,1003629,16805007,PPフライパン24cm,フライパン,PPフライパン,24cm,1093,山川事務所,12,5760,600,480
2025-08-26,東京,伊藤,30,1003638,16805008,PPフライパン26cm,フライパン,PPフライパン,26cm,1212,杉野興業,42,19320,2940,460
2025-08-27,東京,山本,30,1003656,2305629,Pフッソオイルポット,ポット,Pフッソオイルポット,,1154,加納企画,5,2615,865,523
2025-08-27,東京,佐藤,30,1003665,2305219,P玉子焼き,フライパン,P玉子焼き,,1154,加納企画,4,1400,356,350
2025-08-27,東京,田中,30,1003677,805090,返軽フライパン24cm,フライパン,返軽フライパン,24cm,1154,加納企画,4,7700,1400,1925
2025-08-28,東京,佐藤,30,1003683,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1002,水野商事,52,18460,3120,355
2025-08-28,東京,高橋,30,1003689,2305217,Qフライパン26cm,フライパン,Qフライパン,26cm,1002,水野商事,24,17376,2928,724
2025-08-28,東京,佐藤,30,1003701,2305203,P温度計付両手天ぷら20M,鍋,P温度計付両手天ぷら,20M,1002,水野商事,4,5560,1160,1390
2025-08-28,東京,伊藤,30,1003719,2305219,P玉子焼き,フライパン,P玉子焼き,,1002,水野商事,23,7222,1219,314
2025-08-28,東京,田中,30,1003734,2305218,PPいため鍋28cm,鍋,PPいため鍋,28cm,1002,水野商事,12,10608,1788,884
2025-08-28,東京,山本,30,1003773,805098,SPフライパン26cm,フライパン,SPフライパン,26cm,1017,沢田工業,4,6320,1136,1580
2025-08-28,東京,田中,30,1003785,2305053,P温度計付天ぷら鍋22cm,鍋,P温度計付天ぷら鍋,22cm,1024,蒼井食堂,4,7880,1480,1970
2025-08-28,東京,山本,30,1003797,805089,SP目玉焼,フライパン,SP目玉焼,,1024,蒼井食堂,6,6480,1296,1080
2025-08-28,東京,高橋,30,1003806,12605002,半月天ぷら網33cm,その他,半月天ぷら網,33cm,1153,米谷サービス,3,2160,420,720
2025-08-28,東京,伊藤,30,1003815,2305013,Pフライパン26cm,フライパン,Pフライパン,26cm,1182,薬師丸本舗,3,3450,1470,1150
2025-08-28,東京,伊藤,30,1003821,1905150,フライパン26cm,フライパン,フライパン,26cm,1182,薬師丸本舗,3,5838,1086,1946
2025-08-28,東京,佐藤,30,1003830,1905158,フライパン28cm,フライパン,フライパン,28cm,1208,藤井興業,4,6500,1180,1625
2025-08-28,東京,渡辺,30,1003839,805098,SPフライパン26cm,フライパン,SPフライパン,26cm,1208,藤井興業,4,6320,1136,1580
2025-08-28,東京,田中,30,1003842,1905158,フライパン28cm,フライパン,フライパン,28cm,1210,池本工業,3,4875,885,1625
2025-08-31,東京,高橋,30,1003923,2305031,Pフライパン22cm,フライパン,Pフライパン,22cm,1002,水野商事,8,5368,888,671
2025-08-31,東京,佐藤,30,1003941,2305641,P鉄製深型フライパン24cm,フライパン,P鉄製深型フライパン,24cm,1002,水野商事,5,5900,1005,1180
2025-08-31,東京,高橋,30,1003968,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1017,沢田工業,1,870,160,870
2025-08-31,東京,鈴木,30,1003992,805098,SPフライパン26cm,フライパン,SPフライパン,26cm,1022,首藤商事,6,9480,1704,1580
2025-08-31,東京,田中,30,1004061,1905150,フライパン26cm,フライパン,フライパン,26cm,1153,米谷サービス,6,11676,2172,1946
2025-08-31,東京,田中,30,1004088,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1193,相馬事務所,5,4350,800,870
