売上日,営業所,営業担当,期,伝票番号,商品CD,商品名,大分類,中分類,小分類,得意先CD,得意先名,売上数,売上金額,粗利益,単価
2025-09-01,京都,渡辺,30,1004142,2805013,Nいため鍋28cm,鍋,Nいため鍋,28cm,1407,田上企画,5,4500,525,900
2025-09-03,京都,田中,30,1004154,2305631,P両手天ぷら20cm,鍋,P両手天ぷら,20cm,1153,米谷サービス,4,3600,800,900
2025-09-06,京都,佐藤,30,1004169,2305206,Pフライパン20cm,フライパン,Pフライパン,20cm,1154,加納企画,6,3990,870,665
2025-09-07,京都,中村,30,1004193,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1002,水野商事,9,3195,540,355
2025-09-07,京都,伊藤,30,1004223,2305219,P玉子焼き,フライパン,P玉子焼き,,1002,水野商事,28,8792,1484,314
2025-09-07,京都,中村,30,1004244,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1017,沢田工業,5,1800,325,360
2025-09-07,京都,鈴木,30,1004250,2305053,P温度計付天ぷら鍋22cm,鍋,P温度計付天ぷら鍋,22cm,1017,沢田工業,5,9850,1850,1970
2025-09-07,京都,伊藤,30,1004256,1905150,フライパン26cm,フライパン,フライパン,26cm,1017,沢田工業,5,9730,1810,1946
2025-09-07,京都,伊藤,30,1004295,805098,SPフライパン26cm,フライパン,SPフライパン,26cm,1024,蒼井食堂,5,7900,1420,1580
2025-09-07,京都,鈴木,30,1004298,805089,SP目玉焼,フライパン,SP目玉焼,,1024,蒼井食堂,8,8640,1728,1080
2025-09-07,京都,渡辺,30,1004313,2305216,Qフライパン24cm,フライパン,Qフライパン,24cm,1153,米谷サービス,6,3990,780,665
2025-09-07,京都,高橋,30,1004331,16805007,PPフライパン24cm,フライパン,PPフライパン,24cm,1193,相馬事務所,21,9555,1365,455
2025-09-07,京都,鈴木,30,1004337,2305216,Qフライパン24cm,フライパン,Qフライパン,24cm,1208,藤井興業,4,2660,520,665
2025-09-07,京都,佐藤,30,1004340,2305217,Qフライパン26cm,フライパン,Qフライパン,26cm,1208,藤井興業,4,2940,532,735
2025-09-07,京都,中村,30,1004364,605001,SSテンプラバットM,その他,SSテンプラバットM,,1212,杉野興業,5,3900,1800,780
2025-09-07,京都,山本,30,1004367,805099,SPフライパン24cm,フライパン,SPフライパン,24cm,1212,杉野興業,6,8400,1272,1400
2025-09-07,京都,鈴木,30,1004370,1905149,フライパン24cm,フライパン,フライパン,24cm,1212,杉野興業,6,10920,2010,1820
2025-09-09,京都,鈴木,30,1004400,3005019,食彩鍋26cm,鍋,食彩鍋,26cm,1154,加納企画,50,135000,30000,2700
2025-09-10,京都,高橋,30,1004421,3005019,食彩鍋26cm,鍋,食彩鍋,26cm,1193,相馬事務所,5,12400,1600,2480
2025-09-12,京都,佐藤,30,1004427,16805007,PPフライパン24cm,フライパン,PPフライパン,24cm,1093,山川事務所,13,6240,650,480
2025-09-13,京都,鈴木,30,1004445,2305635,Pプラチナイタメナベ28cm,鍋,Pプラチナイタメナベ,28cm,1154,加納企画,5,9300,1875,1860
2025-09-14,京都,伊藤,30,1004454,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1002,水野商事,27,9585,1620,355
2025-09-14,京都,山本,30,1004475,2305207,P中華お玉,お玉,P中華お玉,,1002,水野商事,12,5496,912,458
2025-09-14,京都,高橋,30,1004490,2305013,Pフライパン26cm,フライパン,Pフライパン,26cm,1002,水野商事,31,24800,4340,800
2025-09-14,京都,高橋,30,1004496,2305030,Pクロームテンプラバット,その他,Pクロームテンプラバット,,1002,水野商事,17,6103,1020,359
2025-09-14,京都,加藤,30,1004520,2305219,P玉子焼き,フライパン,P玉子焼き,,1017,沢田工業,6,1920,354,320
2025-09-14,京都,伊藤,30,1004532,805096,SP玉子焼中,フライパン,SP玉子焼中,,1017,沢田工業,7,8050,1624,1150
2025-09-14,京都,田中,30,1004535,3005018,食彩鍋24cm,鍋,食彩鍋,24cm,1017,沢田工業,5,11750,1850,2350
2025-09-14,京都,田中,30,1004559,2305219,P玉子焼き,フライパン,P玉子焼き,,1024,蒼井食堂,6,1920,354,320
2025-09-14,京都,伊藤,30,1004568,2305010,Pフライパン24cm,フライパン,Pフライパン,24cm,1024,蒼井食堂,5,6875,1250,1375
2025-09-14,京都,伊藤,30,1004580,1905149,フライパン24cm,フライパン,フライパン,24cm,1153,米谷サービス,4,7280,1340,1820
2025-09-14,京都,伊藤,30,1004613,15305001,鉄玉子,その他,鉄玉子,,1193,相馬事務所,5,2200,475,440
2025-09-14,京都,田中,30,1004625,3005017,食彩鍋22cm,鍋,食彩鍋,22cm,1210,池本工業,4,8600,1400,2150
2025-09-15,京都,鈴木,30,1004640,2805013,Nいため鍋28cm,鍋,Nいため鍋,28cm,1105,白鳥食堂,7,6300,735,900
2025-09-15,京都,田中,30,1004649,2805011,Nフライパン26cm,フライパン,Nフライパン,26cm,1407,田上企画,7,5355,805,765
2025-09-16,京都,佐藤,30,1004655,2305053,P温度計付天ぷら鍋22cm,鍋,P温度計付天ぷら鍋,22cm,1153,米谷サービス,5,9850,1850,1970
2025-09-16,京都,山本,30,1004673,605001,SSテンプラバットM,その他,SSテンプラバットM,,1154,加納企画,8,6096,2736,762
2025-09-17,京都,渡辺,30,1004697,805100,SPフライパン22cm,フライパン,SPフライパン,22cm,1024,蒼井食堂,6,7800,1320,1300
