売上日,営業所,営業担当,期,伝票番号,商品CD,商品名,大分類,中分類,小分類,得意先CD,得意先名,売上数,売上金額,粗利益,単価
2025-09-07,福岡,渡辺,30,1004310,2305010,Pフライパン24cm,フライパン,Pフライパン,24cm,1153,米谷サービス,4,5500,1000,1375
2025-09-14,福岡,高橋,30,1004550,805098,SPフライパン26cm,フライパン,SPフライパン,26cm,1022,首藤商事,5,7900,1420,1580
2025-09-14,福岡,伊藤,30,1004589,1905158,フライパン28cm,フライパン,フライパン,28cm,1153,米谷サービス,7,11375,2065,1625
2025-09-17,福岡,山本,30,1004682,3005019,食彩鍋26cm,鍋,食彩鍋,26cm,1022,首藤商事,4,9920,1280,2480
2025-09-17,福岡,佐藤,30,1004703,1905158,フライパン28cm,フライパン,フライパン,28cm,1024,蒼井食堂,6,9750,1770,1625
2025-09-18,福岡,佐藤,30,1004742,16805008,PPフライパン26cm,フライパン,PPフライパン,26cm,1212,杉野興業,23,10580,1610,460
2025-09-21,福岡,鈴木,30,1004784,2305028,Pいため鍋28cm,鍋,Pいため鍋,28cm,1002,水野商事,7,8057,1337,1151
2025-09-21,福岡,鈴木,30,1004823,805091,返軽フライパン26cm,フライパン,返軽フライパン,26cm,1019,小杉本舗,8,16416,2736,2052
2025-09-21,福岡,佐藤,30,1004832,16805008,PPフライパン26cm,フライパン,PPフライパン,26cm,1022,首藤商事,23,10580,1610,460
2025-09-21,福岡,高橋,30,1004883,605001,SSテンプラバットM,その他,SSテンプラバットM,,1210,池本工業,4,3120,1440,780
2025-09-28,福岡,渡辺,30,1005036,2305216,Qフライパン24cm,フライパン,Qフライパン,24cm,1002,水野商事,4,2576,436,644
2025-09-28,福岡,鈴木,30,1005063,2305641,P鉄製深型フライパン24cm,フライパン,P鉄製深型フライパン,24cm,1002,水野商事,4,4720,804,1180
2025-09-28,福岡,鈴木,30,1005111,1905158,フライパン28cm,フライパン,フライパン,28cm,1017,沢田工業,6,9750,1770,1625
2025-09-28,福岡,鈴木,30,1005114,805094,返軽炒めパン22cm,フライパン,返軽炒めパン,22cm,1019,小杉本舗,6,10368,1728,1728
2025-09-28,福岡,高橋,30,1005150,12605001,鉄厚板揚げ鍋33cm,鍋,鉄厚板揚げ鍋,33cm,1153,米谷サービス,4,10920,2120,2730
2025-09-30,福岡,鈴木,30,1005207,16805007,PPフライパン24cm,フライパン,PPフライパン,24cm,1093,山川事務所,13,6240,650,480
