売上日,営業所,営業担当,期,伝票番号,商品CD,商品名,大分類,中分類,小分類,得意先CD,得意先名,売上数,売上金額,粗利益,単価
2025-11-07,東京,佐藤,31,1006737,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1153,米谷サービス,2,720,130,360
2025-11-07,東京,伊藤,31,1006773,1905149,フライパン24cm,フライパン,フライパン,24cm,1017,沢田工業,1,1820,335,1820
2025-11-07,東京,鈴木,31,1006776,1905150,フライパン26cm,フライパン,フライパン,26cm,1017,沢田工業,1,1946,362,1946
2025-11-07,東京,佐藤,31,1006779,2305031,Pフライパン22cm,フライパン,Pフライパン,22cm,1002,水野商事,8,5368,888,671
2025-11-07,東京,渡辺,31,1006797,805089,SP目玉焼,フライパン,SP目玉焼,,1022,首藤商事,3,3240,648,1080
2025-11-07,東京,鈴木,31,1006818,2305638,Pフライパンカバー24~28用,フライパン,Pフライパンカバー,24~28用,1002,水野商事,2,564,96,282
2025-11-07,東京,小林,31,1006839,2305061,Pオイルポット1.6L,ポット,Pオイルポット,1.6L,1002,水野商事,3,2997,477,999
2025-11-07,東京,佐藤,31,1006854,805099,SPフライパン24cm,フライパン,SPフライパン,24cm,1212,杉野興業,2,2800,424,1400
2025-11-07,東京,鈴木,31,1006869,2305217,Qフライパン26cm,フライパン,Qフライパン,26cm,1193,相馬事務所,1,735,133,735
2025-11-07,東京,佐藤,31,1006878,2305219,P玉子焼き,フライパン,P玉子焼き,,1193,相馬事務所,1,320,59,320
2025-11-07,東京,田中,31,1006893,1905149,フライパン24cm,フライパン,フライパン,24cm,1212,杉野興業,2,3640,670,1820
2025-11-09,東京,中村,31,1006929,3005019,食彩鍋26cm,鍋,食彩鍋,26cm,1193,相馬事務所,10,24800,3200,2480
2025-11-13,東京,伊藤,31,1006944,2305635,Pプラチナイタメナベ28cm,鍋,Pプラチナイタメナベ,28cm,1154,加納企画,1,1860,375,1860
2025-11-14,東京,高橋,31,1006959,805098,SPフライパン26cm,フライパン,SPフライパン,26cm,1022,首藤商事,1,1580,284,1580
2025-11-14,東京,佐藤,31,1006971,2305219,P玉子焼き,フライパン,P玉子焼き,,1022,首藤商事,1,320,59,320
2025-11-14,東京,田中,31,1006989,16805007,PPフライパン24cm,フライパン,PPフライパン,24cm,1093,山川事務所,9,4320,450,480
2025-11-14,東京,高橋,31,1007007,10705005,テンプラナベ24cmF,鍋,テンプラナベ,24cmF,1153,米谷サービス,1,2560,460,2560
2025-11-14,東京,高橋,31,1007025,3005019,食彩鍋26cm,鍋,食彩鍋,26cm,1017,沢田工業,1,2480,320,2480
