売上日,営業所,営業担当,期,伝票番号,商品CD,商品名,大分類,中分類,小分類,得意先CD,得意先名,売上数,売上金額,粗利益,単価
2025-07-01,京都,鈴木,30,1001448,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1002,水野商事,2,710,120,355
2025-07-01,京都,鈴木,30,1001463,2305031,Pフライパン22cm,フライパン,Pフライパン,22cm,1002,水野商事,4,2684,444,671
2025-07-01,京都,小林,30,1001466,2305013,Pフライパン26cm,フライパン,Pフライパン,26cm,1002,水野商事,31,24800,4340,800
2025-07-01,京都,高橋,30,1001490,2305207,P中華お玉,お玉,P中華お玉,,1002,水野商事,16,7328,1216,458
2025-07-01,京都,伊藤,30,1001499,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1017,沢田工業,1,870,160,870
2025-07-01,京都,鈴木,30,1001526,1905158,フライパン28cm,フライパン,フライパン,28cm,1022,首藤商事,1,1625,295,1625
2025-07-01,京都,中村,30,1001532,805098,SPフライパン26cm,フライパン,SPフライパン,26cm,1022,首藤商事,2,3160,568,1580
2025-07-01,京都,鈴木,30,1001559,15305001,鉄玉子,その他,鉄玉子,,1024,蒼井食堂,2,880,190,440
2025-07-01,京都,山本,30,1001580,1905158,フライパン28cm,フライパン,フライパン,28cm,1024,蒼井食堂,1,1625,295,1625
2025-07-01,京都,鈴木,30,1001589,16805007,PPフライパン24cm,フライパン,PPフライパン,24cm,1093,山川事務所,9,4320,810,480
2025-07-01,京都,田中,30,1001607,2305052,Pイタメナベ28cm,鍋,Pイタメナベ,28cm,1182,薬師丸本舗,1,1320,240,1320
2025-07-01,京都,高橋,30,1001643,805098,SPフライパン26cm,フライパン,SPフライパン,26cm,1212,杉野興業,3,4740,852,1580
2025-07-07,京都,佐藤,30,1001676,15305001,鉄玉子,その他,鉄玉子,,1136,前川サービス,34,14960,3230,440
2025-07-08,京都,高橋,30,1001697,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1002,水野商事,5,1775,300,355
2025-07-08,京都,加藤,30,1001718,2305218,PPいため鍋28cm,鍋,PPいため鍋,28cm,1002,水野商事,7,6188,1043,884
2025-07-08,京都,佐藤,30,1001730,2305638,Pフライパンカバー24~28用,フライパン,Pフライパンカバー,24~28用,1002,水野商事,2,564,96,282
2025-07-08,京都,山本,30,1001736,605001,SSテンプラバットM,その他,SSテンプラバットM,,1002,水野商事,1,520,100,520
2025-07-08,京都,田中,30,1001760,1905158,フライパン28cm,フライパン,フライパン,28cm,1017,沢田工業,1,1625,295,1625
2025-07-08,京都,田中,30,1001799,1905148,タマゴヤキ,フライパン,タマゴヤキ,,1024,蒼井食堂,2,3192,618,1596
2025-07-08,京都,伊藤,30,1001814,16805007,PPフライパン24cm,フライパン,PPフライパン,24cm,1193,相馬事務所,17,7735,1105,455
2025-07-10,京都,伊藤,30,1001874,3005017,食彩鍋22cm,鍋,食彩鍋,22cm,1154,加納企画,10,22500,5000,2250
2025-07-13,京都,鈴木,30,1001901,2305635,Pプラチナイタメナベ28cm,鍋,Pプラチナイタメナベ,28cm,1154,加納企画,1,1860,375,1860
2025-07-14,京都,鈴木,30,1001931,2305218,PPいため鍋28cm,鍋,PPいため鍋,28cm,1002,水野商事,4,3536,596,884
2025-07-14,京都,鈴木,30,1001946,2305030,Pクロームテンプラバット,その他,Pクロームテンプラバット,,1002,水野商事,13,4667,780,359
2025-07-14,京都,佐藤,30,1001949,2305031,Pフライパン22cm,フライパン,Pフライパン,22cm,1002,水野商事,3,2013,333,671
2025-07-14,京都,田中,30,1001952,16805006,温度計付天ぷら鍋21cm,鍋,温度計付天ぷら鍋,21cm,1002,水野商事,16,9280,800,580
2025-07-14,京都,佐藤,30,1001970,2305216,Qフライパン24cm,フライパン,Qフライパン,24cm,1017,沢田工業,2,1330,260,665
2025-07-14,京都,鈴木,30,1001973,1905150,フライパン26cm,フライパン,フライパン,26cm,1017,沢田工業,4,7784,1448,1946
2025-07-14,京都,高橋,30,1001985,3005018,食彩鍋24cm,鍋,食彩鍋,24cm,1017,沢田工業,1,2350,370,2350
