売上日,営業所,営業担当,期,伝票番号,商品CD,商品名,大分類,中分類,小分類,得意先CD,得意先名,売上数,売上金額,粗利益,単価
2025-12-01,福岡,加藤,31,1007619,2305013,Pフライパン26cm,フライパン,Pフライパン,26cm,1212,杉野興業,5,5750,2450,1150
2025-12-01,福岡,山本,31,1007640,1905158,フライパン28cm,フライパン,フライパン,28cm,1210,池本工業,3,4875,885,1625
2025-12-01,福岡,高橋,31,1007658,2305052,Pイタメナベ28cm,鍋,Pイタメナベ,28cm,1182,薬師丸本舗,4,5280,960,1320
2025-12-01,福岡,山本,31,1007793,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1002,水野商事,60,51000,8400,850
2025-12-01,福岡,鈴木,31,1007835,2305641,P鉄製深型フライパン24cm,フライパン,P鉄製深型フライパン,24cm,1002,水野商事,4,4720,804,1180
2025-12-06,福岡,佐藤,31,1007889,2305217,Qフライパン26cm,フライパン,Qフライパン,26cm,1154,加納企画,4,3180,772,795
2025-12-07,福岡,鈴木,31,1007928,1305006,フライパンカバーセット,フライパン,フライパンカバーセット,,1210,池本工業,18,7020,900,390
2025-12-07,福岡,鈴木,31,1007934,2305217,Qフライパン26cm,フライパン,Qフライパン,26cm,1208,藤井興業,3,2205,399,735
2025-12-07,福岡,鈴木,31,1008060,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1002,水野商事,56,47600,7840,850
2025-12-14,福岡,山本,31,1008165,2305219,P玉子焼き,フライパン,P玉子焼き,,1212,杉野興業,6,1920,354,320
2025-12-14,福岡,佐藤,31,1008204,2305631,P両手天ぷら20cm,鍋,P両手天ぷら,20cm,1153,米谷サービス,5,4500,1000,900
2025-12-14,福岡,高橋,31,1008297,605001,SSテンプラバットM,その他,SSテンプラバットM,,1002,水野商事,5,2600,500,520
2025-12-18,福岡,渡辺,31,1008426,16805008,PPフライパン26cm,フライパン,PPフライパン,26cm,1212,杉野興業,22,10120,1540,460
2025-12-21,福岡,佐藤,31,1008510,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1022,首藤商事,5,1800,325,360
2025-12-21,福岡,佐藤,31,1008543,2305218,PPいため鍋28cm,鍋,PPいため鍋,28cm,1002,水野商事,6,5304,894,884
2025-12-28,福岡,小林,31,1008792,2305219,P玉子焼き,フライパン,P玉子焼き,,1017,沢田工業,5,1600,295,320
2025-12-28,福岡,中村,31,1008813,2305207,P中華お玉,お玉,P中華お玉,,1002,水野商事,10,4580,760,458
2025-12-28,福岡,渡辺,31,1008849,2305210,P目玉焼きカバー16-18cm,その他,P目玉焼きカバー,16-18cm,1002,水野商事,4,2116,316,529
2025-12-28,福岡,鈴木,31,1008864,2305219,P玉子焼き,フライパン,P玉子焼き,,1002,水野商事,23,7222,1219,314
2025-12-28,福岡,田中,31,1008870,2805012,Nいため鍋20cm,鍋,Nいため鍋,20cm,1407,田上企画,5,3710,560,742
