売上日,営業所,営業担当,期,伝票番号,商品CD,商品名,大分類,中分類,小分類,得意先CD,得意先名,売上数,売上金額,粗利益,単価
2025-08-01,大阪,田中,30,1002795,3005019,食彩鍋26cm,鍋,食彩鍋,26cm,1153,米谷サービス,3,7440,960,2480
2025-08-01,大阪,田中,30,1002801,2805012,Nいため鍋20cm,鍋,Nいため鍋,20cm,1407,田上企画,4,2968,448,742
2025-08-03,大阪,山本,30,1002810,3005019,食彩鍋26cm,鍋,食彩鍋,26cm,1212,杉野興業,3,7440,960,2480
2025-08-03,大阪,鈴木,30,1002813,3005018,食彩鍋24cm,鍋,食彩鍋,24cm,1022,首藤商事,10,23500,3700,2350
2025-08-06,大阪,伊藤,30,1002840,2305031,Pフライパン22cm,フライパン,Pフライパン,22cm,1154,加納企画,4,2880,640,720
2025-08-07,大阪,田中,30,1002855,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1002,水野商事,8,2840,480,355
2025-08-07,大阪,高橋,30,1002861,2305203,P温度計付両手天ぷら20M,鍋,P温度計付両手天ぷら,20M,1002,水野商事,6,8340,1740,1390
2025-08-07,大阪,佐藤,30,1002870,2305218,PPいため鍋28cm,鍋,PPいため鍋,28cm,1002,水野商事,10,8840,1490,884
2025-08-07,大阪,渡辺,30,1002873,2305644,P片手天ぷら鍋20cm,鍋,P片手天ぷら鍋,20cm,1002,水野商事,3,4185,885,1395
2025-08-07,大阪,佐藤,30,1002876,2305207,P中華お玉,お玉,P中華お玉,,1002,水野商事,6,2748,456,458
2025-08-07,大阪,鈴木,30,1002894,2305638,Pフライパンカバー24~28用,フライパン,Pフライパンカバー,24~28用,1002,水野商事,5,1410,240,282
2025-08-07,大阪,鈴木,30,1002900,16805006,温度計付天ぷら鍋21cm,鍋,温度計付天ぷら鍋,21cm,1002,水野商事,7,4060,350,580
2025-08-07,大阪,渡辺,30,1002906,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1017,沢田工業,4,1440,260,360
2025-08-07,大阪,鈴木,30,1002912,1905149,フライパン24cm,フライパン,フライパン,24cm,1017,沢田工業,4,7280,1340,1820
2025-08-07,大阪,高橋,30,1002924,1905158,フライパン28cm,フライパン,フライパン,28cm,1017,沢田工業,4,6500,1180,1625
2025-08-07,大阪,渡辺,30,1002954,16805007,PPフライパン24cm,フライパン,PPフライパン,24cm,1023,寺田企画,22,10010,1430,455
2025-08-07,大阪,高橋,30,1002957,805098,SPフライパン26cm,フライパン,SPフライパン,26cm,1024,蒼井食堂,4,6320,1136,1580
2025-08-07,大阪,伊藤,30,1002972,2305216,Qフライパン24cm,フライパン,Qフライパン,24cm,1153,米谷サービス,5,3325,650,665
2025-08-07,大阪,佐藤,30,1002975,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1153,米谷サービス,3,2610,480,870
2025-08-07,大阪,佐藤,30,1002987,2305204,P蓋付き片手天ぷら鍋16cm,鍋,P蓋付き片手天ぷら鍋,16cm,1193,相馬事務所,4,3480,640,870
2025-08-07,大阪,田中,30,1003011,1905150,フライパン26cm,フライパン,フライパン,26cm,1208,藤井興業,3,5838,1086,1946
2025-08-08,大阪,渡辺,30,1003041,2805012,Nいため鍋20cm,鍋,Nいため鍋,20cm,1105,白鳥食堂,7,5194,784,742
